id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,index_12_head,index_23_head,index_3c_head,index_4c_head,index_5c_head,feedback_head,lfo_rate_head,lfo_depth_cents_head,key_scaling_head,env_mod_attack_head,env_mod_decay_head,env_mod_sustain_head,env_mod_release_head,env_car_attack_head,env_car_decay_head,env_car_sustain_head,env_car_release_head,ratio_log2_head,freq_log2_head,detune_carrier_head
562,series3_parallel2,320.8584,4.0,5.279,1.2537,0.5542,3.5243,2.8557,-10.2369,0.3345,2.9677,20.0265,0.2116,0.0039,0.4514,0.6922,0.0299,0.0326,0.2313,0.3007,0.626,3,5.279,1.2537,0.5542,3.5243,2.8557,0.3345,2.9677,20.0265,0.2116,-8.00231,-1.1475216,0.6922,-5.0637107,-4.9389844,-2.1121628,0.3007,-0.67576545,2.0,8.325793,-10.2369
3486,series3_parallel2,245.9217,0.3333,5.5154,2.3221,4.4056,3.0046,1.5472,-4.3035,0.4127,8.3385,7.6957,0.2577,0.0053,0.2924,0.3203,0.6101,0.0429,0.129,0.6497,0.4197,3,5.5154,2.3221,4.4056,3.0046,1.5472,0.4127,8.3385,7.6957,0.2577,-7.559792,-1.7739848,0.3203,-0.71288246,-4.5428786,-2.9545572,0.6497,-1.2525697,-1.5851068,7.942055,-4.3035
1362,series2x2_parallel1,115.4989,0.25,1.1837,2.0944,0.9921,3.4624,0.1631,8.3305,0.13,7.6085,15.9719,0.1726,0.0083,0.2378,0.8124,0.0996,0.0233,0.2147,0.2583,0.0529,1,1.1837,2.0944,0.9921,3.4624,0.1631,0.13,7.6085,15.9719,0.1726,-6.912673,-2.0721793,0.8124,-3.3277104,-5.4235263,-2.219606,0.2583,-4.2405887,-2.0,6.851735,8.3305
1978,series3,322.0049,0.6667,0.9344,0.4605,1.3129,0.2007,0.2323,1.5548,0.3716,1.5771,9.7752,0.4511,0.0169,0.2079,0.8709,0.3786,0.0058,0.304,0.6625,0.5659,2,0.9344,0.4605,1.3129,0.2007,0.2323,0.3716,1.5771,9.7752,0.4511,-5.886833,-2.2660384,0.8709,-1.4012537,-7.4297314,-1.7178569,0.6625,-0.82138085,-0.58489037,8.330939,1.5548
2882,series3_parallel2,153.1122,0.3333,5.4707,3.9401,3.4417,3.3684,2.7324,4.3148,0.3093,6.9043,20.4423,0.3525,0.0044,0.0334,0.601,0.0309,0.0231,0.076,0.6089,0.5973,3,5.4707,3.9401,3.4417,3.3684,2.7324,0.3093,6.9043,20.4423,0.3525,-7.828281,-4.904008,0.601,-5.016249,-5.435963,-3.717857,0.6089,-0.7434724,-1.5851068,7.2584453,4.3148
1429,series2x2_parallel1,620.5373,0.1667,0.9241,1.961,0.9017,0.4432,3.7528,0.3131,0.4473,2.9978,3.549,0.0438,0.0123,0.0307,0.3179,0.1477,0.006,0.0594,0.1891,0.0678,1,0.9241,1.961,0.9017,0.4432,3.7528,0.4473,2.9978,3.549,0.0438,-6.3451977,-5.0256176,0.3179,-2.7592583,-7.3808217,-4.0733933,0.1891,-3.882571,-2.584674,9.277374,0.3131
2615,series2x2_parallel1,81.8478,0.5,0.7857,3.3842,2.7896,0.5893,2.6501,-4.6524,0.4269,0.4606,17.6809,0.7412,0.0101,0.316,0.8177,0.2513,0.0372,0.0885,0.5848,0.1163,1,0.7857,3.3842,2.7896,0.5893,2.6501,0.4269,0.4606,17.6809,0.7412,-6.629501,-1.6620035,0.8177,-1.9925174,-4.7485538,-3.4981787,0.5848,-3.1040769,-1.0,6.3548717,-4.6524
3764,series3_parallel2,137.4522,0.1667,0.9557,1.6648,0.2364,0.988,0.7386,-4.971,0.4217,3.3627,3.6456,0.0961,0.0048,0.0505,0.7607,0.0768,0.0243,0.4595,0.834,0.2867,3,0.9557,1.6648,0.2364,0.988,0.7386,0.4217,3.3627,3.6456,0.0961,-7.7027497,-4.307573,0.7607,-3.7027497,-5.3629,-1.1218631,0.834,-1.8023862,-2.584674,7.102786,-4.971
529,series2x2_parallel1,347.6661,0.1667,1.624,1.5549,3.0319,5.8616,2.7632,-4.3938,0.092,1.1686,17.4187,0.0188,0.0669,0.1116,0.7034,0.0822,0.0344,0.0999,0.8122,0.0723,1,1.624,1.5549,3.0319,5.8616,2.7632,0.092,1.1686,17.4187,0.0188,-3.90185,-3.1635911,0.7034,-3.6047177,-4.861448,-3.3233714,0.8122,-3.7898605,-2.584674,8.441559,-4.3938
813,series3,111.6607,0.1667,3.3377,3.4424,3.9339,3.9202,1.6583,-1.5569,0.4349,6.6711,13.3476,0.5792,0.0021,0.0528,0.2681,0.0739,0.0724,0.0494,0.7922,0.4725,2,3.3377,3.4424,3.9339,3.9202,1.6583,0.4349,6.6711,13.3476,0.5792,-8.895395,-4.243318,0.2681,-3.758282,-3.7878664,-4.339345,0.7922,-1.0816138,-2.584674,6.8029776,-1.5569
2995,parallel5,466.6804,3.0,2.0303,0.3052,5.9374,0.468,0.9578,3.475,0.4167,2.7001,19.0651,0.3875,0.0453,0.3883,0.2974,0.0231,0.1164,0.303,0.3909,0.1788,0,2.0303,0.3052,5.9374,0.468,0.9578,0.4167,2.7001,19.0651,0.3875,-4.464345,-1.3647563,0.2974,-5.435963,-3.102837,-1.7226104,0.3909,-2.4835813,1.5849625,8.866291,3.475
1085,series2x2_parallel1,70.0921,0.2,5.5019,1.449,3.1366,3.3533,0.8133,7.2371,0.4342,5.5215,14.2315,0.2482,0.0243,0.0974,0.829,0.4863,0.0363,0.2607,0.2456,0.0567,1,5.5019,1.449,3.1366,3.3533,0.8133,0.4342,5.5215,14.2315,0.2482,-5.3629,-3.3599343,0.829,-1.0400815,-4.7838864,-1.9395375,0.2456,-4.1405077,-2.321928,6.13118,7.2371
3740,series3_parallel2,77.056,1.0,0.647,2.9502,3.0245,1.6107,1.0801,-5.1396,0.3357,2.3687,5.7285,0.7254,0.0027,0.427,0.5892,0.0373,0.0014,0.1241,0.2111,0.1399,3,0.647,2.9502,3.0245,1.6107,1.0801,0.3357,2.3687,5.7285,0.7254,-8.5328245,-1.2276921,0.5892,-4.7446804,-9.480357,-3.010425,0.2111,-2.837532,0.0,6.267835,-5.1396
646,parallel5,96.813,1.5,0.7095,0.363,0.518,1.6295,0.5614,7.1969,0.4109,0.0744,14.574,0.3368,0.0187,0.1063,0.4613,0.0216,0.015,0.0772,0.5208,0.6832,0,0.7095,0.363,0.518,1.6295,0.5614,0.4109,0.0744,14.574,0.3368,-5.740818,-3.2337866,0.4613,-5.532825,-6.0588937,-3.6952553,0.5208,-0.5496201,0.5849625,6.597129,7.1969
2179,parallel5,195.7054,0.6667,3.5325,0.3071,3.7357,1.3186,3.254,-6.7536,0.0185,6.5348,19.737,0.2039,0.0042,0.3053,0.6156,0.1196,0.0262,0.1215,0.786,0.1328,0,3.5325,0.3071,3.7357,1.3186,3.254,0.0185,6.5348,19.737,0.2039,-7.895395,-1.7117006,0.6156,-3.0637107,-5.254289,-3.0409718,0.786,-2.912673,-0.58489037,7.61254,-6.7536
2378,series2x2_parallel1,394.1523,0.1667,1.2795,3.4944,3.205,4.0401,2.3973,-4.3474,0.0458,6.4004,1.5663,0.5767,0.0022,0.0302,0.628,0.0547,0.0063,0.1428,0.4933,0.3648,1,1.2795,3.4944,3.205,4.0401,2.3973,0.0458,6.4004,1.5663,0.5767,-8.82828,-5.049308,0.628,-4.1923156,-7.3104324,-2.8079321,0.4933,-1.4548223,-2.584674,8.622609,-4.3474
1045,parallel5,286.7789,0.25,4.852,1.9591,0.6298,3.5387,3.0742,-11.4173,0.2706,0.4683,17.4575,0.0244,0.0206,0.235,0.7036,0.0623,0.0024,0.0598,0.1981,0.2291,0,4.852,1.9591,0.6298,3.5387,3.0742,0.2706,0.4683,17.4575,0.0244,-5.601212,-2.0892673,0.7036,-4.004624,-8.70275,-4.0637107,0.1981,-2.1259506,-2.0,8.163795,-11.4173
1618,series2x2_parallel1,95.4086,0.125,3.2117,3.5115,0.5162,2.7093,2.9093,-9.3266,0.2951,4.3161,10.9914,0.7758,0.0487,0.4734,0.287,0.2516,0.0023,0.5686,0.7389,0.1763,1,3.2117,3.5115,0.5162,2.7093,2.9093,0.2951,4.3161,10.9914,0.7758,-4.3599343,-1.0788684,0.287,-1.9907962,-8.764151,-0.814514,0.7389,-2.5038955,-3.0,6.5760474,-9.3266
1687,series3_parallel2,234.2244,0.1667,3.2497,0.1949,1.5215,1.5182,0.9526,9.4482,0.4235,1.296,7.4765,0.4266,0.0149,0.2802,0.2126,0.0303,0.0227,0.0532,0.7817,0.3265,3,3.2497,0.1949,1.5215,1.5182,0.9526,0.4235,1.296,7.4765,0.4266,-6.068544,-1.8354712,0.2126,-5.0445385,-5.461164,-4.23243,0.7817,-1.6148452,-2.584674,7.8717475,9.4482
294,series2x2_parallel1,327.777,3.0,3.6659,3.1209,3.366,4.0239,0.701,-11.8716,0.1349,8.9147,13.917,0.1675,0.0024,0.1274,0.8418,0.5353,0.0238,0.0457,0.7523,0.1796,1,3.6659,3.1209,3.366,4.0239,0.701,0.1349,8.9147,13.917,0.1675,-8.70275,-2.9725628,0.8418,-0.9015804,-5.3928947,-4.451662,0.7523,-2.4771407,1.5849625,8.356571,-11.8716
3578,series3,468.3938,3.0,2.774,1.1122,4.2501,1.5796,0.7624,10.4544,0.1672,8.7281,12.8517,0.5559,0.0023,0.0848,0.8552,0.3496,0.0332,0.5724,0.3629,0.5603,2,2.774,1.1122,4.2501,1.5796,0.7624,0.1672,8.7281,12.8517,0.5559,-8.764151,-3.559792,0.8552,-1.516223,-4.912673,-0.8049045,0.3629,-0.83572865,1.5849625,8.871578,10.4544
3021,series2x2_parallel1,663.5711,0.2,1.0951,0.4255,0.7611,2.473,2.7574,2.9267,0.2493,5.5699,2.1689,0.2887,0.0459,0.0476,0.5101,0.0681,0.1168,0.0611,0.5215,0.1359,1,1.0951,0.4255,0.7611,2.473,2.7574,0.2493,5.5699,2.1689,0.2887,-4.445362,-4.3928947,0.5101,-3.8762014,-3.0978878,-4.032684,0.5215,-2.8793826,-2.321928,9.374107,2.9267
2011,parallel5,141.8996,3.0,2.9008,3.7528,5.1774,4.0189,0.7147,-1.9142,0.2576,2.9882,10.8345,0.385,0.0064,0.2692,0.2728,0.2449,0.093,0.3194,0.6126,0.0627,0,2.9008,3.7528,5.1774,4.0189,0.7147,0.2576,2.9882,10.8345,0.385,-7.2877126,-1.8932498,0.2728,-2.0297353,-3.4266255,-1.6465638,0.6126,-3.9953907,1.5849625,7.1487265,-1.9142
1477,series3,644.3471,0.1667,0.51,1.259,2.5491,0.4431,0.4747,-2.1326,0.0219,3.012,11.0328,0.2049,0.0772,0.0611,0.546,0.0226,0.0012,0.0968,0.3021,0.2449,2,0.51,1.259,2.5491,0.4431,0.4747,0.0219,3.012,11.0328,0.2049,-3.6952553,-4.032684,0.546,-5.4675336,-9.70275,-3.368849,0.3021,-2.0297353,-2.584674,9.331695,-2.1326
1942,parallel5,65.5691,0.1667,0.7518,0.3946,3.4803,5.8844,5.2201,-11.7414,0.206,5.8153,20.5563,0.059,0.0103,0.2151,0.3957,0.0486,0.0287,0.0542,0.6221,0.1537,0,0.7518,0.3946,3.4803,5.8844,5.2201,0.206,5.8153,20.5563,0.059,-6.601212,-2.2169206,0.3957,-4.3629,-5.1228056,-4.2055635,0.6221,-2.701811,-2.584674,6.034944,-11.7414
641,series2x2_parallel1,762.934,0.3333,4.0244,0.289,3.1316,1.2309,2.1726,10.091,0.3855,7.5389,8.1962,0.2599,0.0028,0.0448,0.7823,0.0288,0.0048,0.1238,0.2793,0.2721,1,4.0244,0.289,3.1316,1.2309,2.1726,0.3855,7.5389,8.1962,0.2599,-8.480357,-4.4803576,0.7823,-5.1177874,-7.7027497,-3.0139167,0.2793,-1.8777912,-1.5851068,9.575415,10.091
719,parallel5,76.3863,0.1667,0.2665,1.2763,2.3707,1.4919,3.433,-1.6578,0.4407,4.8664,17.094,0.011,0.0086,0.0756,0.2561,0.1158,0.0011,0.2988,0.1985,0.6743,0,0.2665,1.2763,2.3707,1.4919,3.433,0.4407,4.8664,17.094,0.011,-6.861448,-3.72547,0.2561,-3.110293,-9.82828,-1.742748,0.1985,-0.5685375,-2.584674,6.255242,-1.6578
3026,series3_parallel2,508.7732,1.0,3.245,4.1697,0.8858,2.6066,1.1615,11.1076,0.3469,6.0514,18.1103,0.7368,0.0596,0.1592,0.5979,0.2391,0.0079,0.2117,0.7154,0.1396,3,3.245,4.1697,0.8858,2.6066,1.1615,0.3469,6.0514,18.1103,0.7368,-4.068544,-2.6510878,0.5979,-2.064314,-6.9839315,-2.2399068,0.7154,-2.840629,0.0,8.990879,11.1076
3842,series3_parallel2,193.2302,0.125,1.1532,4.917,2.6426,3.3473,0.3858,-2.7304,0.3306,6.1838,17.2504,0.7266,0.0086,0.1961,0.1927,0.2592,0.0018,0.2878,0.2493,0.0773,3,1.1532,4.917,2.6426,3.3473,0.3858,0.3306,6.1838,17.2504,0.7266,-6.861448,-2.3503387,0.1927,-1.9478624,-9.117787,-1.7968614,0.2493,-3.6933877,-3.0,7.594177,-2.7304
901,series2x2_parallel1,85.6877,0.25,2.7623,2.3346,3.3236,5.5615,2.6492,-11.5739,0.2522,1.5443,5.266,0.7301,0.0259,0.4125,0.253,0.1291,0.0223,0.0421,0.1737,0.725,1,2.7623,2.3346,3.3236,5.5615,2.6492,0.2522,1.5443,5.266,0.7301,-5.270904,-1.277534,0.253,-2.9534392,-5.4868126,-4.570036,0.1737,-0.46394706,-2.0,6.421016,-11.5739
184,series2x2_parallel1,143.4225,0.6667,2.2856,0.5113,3.5722,0.2112,4.958,-9.5367,0.2849,6.2394,11.6991,0.4434,0.005,0.5047,0.3369,0.1414,0.0383,0.1321,0.7075,0.4609,1,2.2856,0.5113,3.5722,0.2112,4.958,0.2849,6.2394,11.6991,0.4434,-7.643856,-0.986502,0.3369,-2.822146,-4.706512,-2.9202976,0.7075,-1.1174743,-0.58489037,7.1641273,-9.5367
3401,parallel5,264.8532,4.0,0.6007,5.5423,2.67,1.8757,0.6638,5.3406,0.1788,5.496,18.4607,0.6979,0.0085,0.5358,0.3948,0.0719,0.0088,0.3406,0.6552,0.4787,0,0.6007,5.5423,2.67,1.8757,0.6638,0.1788,5.496,18.4607,0.6979,-6.878321,-0.90023357,0.3948,-3.7978644,-6.828281,-1.5538496,0.6552,-1.0628062,2.0,8.049049,5.3406
3091,parallel5,784.719,0.2,0.5733,3.174,0.6698,0.8132,5.8206,11.342,0.1561,7.2881,0.6091,0.2751,0.008,0.2204,0.4713,0.1083,0.0061,0.5162,0.3309,0.1901,0,0.5733,3.174,0.6698,0.8132,5.8206,0.1561,7.2881,0.6091,0.2751,-6.965784,-2.181804,0.4713,-3.2068949,-7.356975,-0.9539979,0.3309,-2.3951695,-2.321928,9.616033,11.342
487,series2x2_parallel1,643.7082,0.125,1.6645,5.1307,0.5178,3.0294,1.6958,-3.2225,0.4171,1.4649,4.614,0.5884,0.0117,0.0744,0.6297,0.3961,0.0034,0.1683,0.7384,0.0308,1,1.6645,5.1307,0.5178,3.0294,1.6958,0.4171,1.4649,4.614,0.5884,-6.417348,-3.7485535,0.6297,-1.3360634,-8.20025,-2.5708928,0.7384,-5.020926,-3.0,9.330263,-3.2225
1343,series3_parallel2,85.2666,1.5,3.4395,4.0908,0.3133,1.1217,1.2756,-1.5681,0.0059,7.6105,11.7832,0.3767,0.0375,0.3185,0.6485,0.6148,0.011,0.3152,0.6296,0.0702,3,3.4395,4.0908,0.3133,1.1217,1.2756,0.0059,7.6105,11.7832,0.3767,-4.7369657,-1.6506346,0.6485,-0.701811,-6.506353,-1.6656605,0.6296,-3.832385,0.5849625,6.413909,-1.5681
3655,series3_parallel2,68.7443,2.0,2.2611,0.2278,3.5844,0.4533,2.4983,-9.0506,0.0451,1.1621,6.6669,0.1541,0.0288,0.2364,0.7991,0.1954,0.0064,0.4726,0.8091,0.2219,3,2.2611,0.2278,3.5844,0.4533,2.4983,0.0451,1.1621,6.6669,0.1541,-5.1177874,-2.080698,0.7991,-2.3554976,-7.2877126,-1.0813085,0.8091,-2.1720185,1.0,6.103168,-9.0506
3350,parallel5,373.2137,0.3333,5.7153,0.7531,1.7292,1.2625,3.6646,-11.8555,0.2844,0.508,16.9833,0.0353,0.0076,0.3532,0.7036,0.0705,0.0031,0.0596,0.5204,0.0929,0,5.7153,0.7531,1.7292,1.2625,3.6646,0.2844,0.508,16.9833,0.0353,-7.039785,-1.5014428,0.7036,-3.826233,-8.333516,-4.068544,0.5204,-3.4281776,-1.5851068,8.543859,-11.8555
2591,parallel5,413.2868,1.0,0.5112,3.0211,1.0608,0.5953,0.9377,10.0019,0.1334,8.9839,17.2224,0.4221,0.014,0.0327,0.5388,0.0375,0.0032,0.3406,0.3899,0.1494,0,0.5112,3.0211,1.0608,0.5953,0.9377,0.1334,8.9839,17.2224,0.4221,-6.158429,-4.9345655,0.5388,-4.7369657,-8.287712,-1.5538496,0.3899,-2.742748,0.0,8.690999,10.0019
589,series3_parallel2,363.0398,0.1667,4.1377,1.23,2.1797,4.5902,4.1161,0.1514,0.204,4.3935,16.0493,0.6562,0.0042,0.5059,0.4007,0.021,0.0053,0.1513,0.3255,0.6451,3,4.1377,1.23,2.1797,4.5902,4.1161,0.204,4.3935,16.0493,0.6562,-7.895395,-0.9830758,0.4007,-5.573467,-7.559792,-2.7245162,0.3255,-0.6324053,-2.584674,8.5039835,0.1514
3150,series3,218.8974,0.125,3.7176,4.019,3.9881,2.1778,1.9835,-2.7817,0.2714,4.6822,18.106,0.1142,0.0021,0.0497,0.5409,0.0305,0.007,0.2671,0.3548,0.2502,2,3.7176,4.019,3.9881,2.1778,1.9835,0.2714,4.6822,18.106,0.1142,-8.895395,-4.3306103,0.5409,-5.035047,-7.158429,-1.904548,0.3548,-1.9988463,-3.0,7.774111,-2.7817
3172,parallel5,603.0193,0.3333,1.9956,1.6905,1.6329,1.337,1.3477,-0.0036,0.4105,2.9924,19.0995,0.1999,0.06,0.1679,0.3948,0.0299,0.0112,0.1061,0.5478,0.049,0,1.9956,1.6905,1.6329,1.337,1.3477,0.4105,2.9924,19.0995,0.1999,-4.0588937,-2.5743258,0.3948,-5.0637107,-6.4803576,-3.2365034,0.5478,-4.3510747,-1.5851068,9.23606,-0.0036
1181,series3_parallel2,581.9457,0.6667,3.2557,0.6242,0.3797,1.717,2.641,6.9816,0.0622,8.3273,21.9971,0.5847,0.0034,0.0719,0.2506,0.0358,0.0835,0.1145,0.7081,0.1043,3,3.2557,0.6242,0.3797,1.717,2.641,0.0622,8.3273,21.9971,0.5847,-8.20025,-3.7978644,0.2506,-4.8038964,-3.5820801,-3.1265805,0.7081,-3.261189,-0.58489037,9.184741,6.9816
1320,series2x2_parallel1,550.6482,4.0,2.4307,3.4846,2.6928,3.7742,0.8437,-9.2571,0.3199,2.4941,9.0283,0.4362,0.0037,0.056,0.5562,0.136,0.0011,0.0493,0.4297,0.066,1,2.4307,3.4846,2.6928,3.7742,0.8437,0.3199,2.4941,9.0283,0.4362,-8.078259,-4.158429,0.5562,-2.8783214,-9.82828,-4.3422685,0.4297,-3.92139,2.0,9.104987,-9.2571
2033,series3_parallel2,141.2782,1.5,1.5801,0.2851,0.6724,0.7022,4.832,7.623,0.2014,3.7464,8.6647,0.7469,0.0072,0.0643,0.413,0.2572,0.0035,0.1871,0.6105,0.3133,3,1.5801,0.2851,0.6724,0.7022,4.832,0.2014,3.7464,8.6647,0.7469,-7.1177874,-3.9590375,0.413,-1.9590374,-8.158429,-2.4181185,0.6105,-1.6743833,0.5849625,7.142395,7.623
3951,parallel5,122.9855,4.0,0.9105,3.6757,2.4375,2.8749,3.2545,5.7248,0.2624,0.6601,21.8255,0.3696,0.0054,0.0803,0.2588,0.0213,0.0593,0.1506,0.2876,0.3648,0,0.9105,3.6757,2.4375,2.8749,3.2545,0.2624,0.6601,21.8255,0.3696,-7.532825,-3.638456,0.2588,-5.553003,-4.0758243,-2.7312064,0.2876,-1.4548223,2.0,6.942344,5.7248
2559,series3_parallel2,309.0308,0.1667,1.339,0.3294,0.7773,1.4711,5.3515,7.3778,0.0309,1.2672,4.7711,0.1172,0.041,0.351,0.4762,0.1229,0.0033,0.2681,0.9322,0.5429,3,1.339,0.3294,0.7773,1.4711,5.3515,0.0309,1.2672,4.7711,0.1172,-4.608232,-1.510457,0.4762,-3.0244431,-8.243319,-1.8991569,0.9322,-0.88124156,-2.584674,8.271606,7.3778
1996,series2x2_parallel1,65.2403,0.1667,2.2453,1.289,2.1833,1.1584,0.2914,-8.493,0.2297,4.3562,4.3389,0.6943,0.0138,0.3167,0.7623,0.0441,0.1027,0.2882,0.9073,0.0303,1,2.2453,1.289,2.1833,1.1584,0.2914,0.2297,4.3562,4.3389,0.6943,-6.179188,-1.6588112,0.7623,-4.5030775,-3.2834918,-1.7948579,0.9073,-5.0445385,-2.584674,6.0276914,-8.493
2407,series3,86.6903,3.0,1.0744,3.9657,5.6254,1.096,3.0185,10.404,0.0035,8.7915,4.3594,0.5568,0.021,0.0609,0.3487,0.4633,0.0013,0.2223,0.8193,0.1419,2,1.0744,3.9657,5.6254,1.096,3.0185,0.0035,8.7915,4.3594,0.5568,-5.573467,-4.037414,0.3487,-1.1099814,-9.587273,-2.1694202,0.8193,-2.8170536,1.5849625,6.4377985,10.404
2514,series2x2_parallel1,460.2245,0.125,2.6177,3.5104,0.4471,2.6186,3.3923,10.431,0.154,3.9684,3.6572,0.6232,0.0119,0.0694,0.7631,0.4345,0.0154,0.0575,0.353,0.0309,1,2.6177,3.5104,0.4471,2.6186,3.3923,0.154,3.9684,3.6572,0.6232,-6.3928947,-3.8489206,0.7631,-1.2025719,-6.020926,-4.120294,0.353,-5.016249,-3.0,8.846194,10.431
866,parallel5,107.968,0.6667,3.6514,3.5328,0.6838,1.986,1.5908,9.642,0.3228,6.7412,5.0293,0.3505,0.0253,0.0678,0.6852,0.2021,0.0013,0.063,0.7722,0.7555,0,3.6514,3.5328,0.6838,1.986,1.5908,0.3228,6.7412,5.0293,0.3505,-5.304719,-3.882571,0.6852,-2.3068588,-9.587273,-3.9885044,0.7722,-0.4044963,-0.58489037,6.75446,9.642
1069,series2x2_parallel1,85.451,1.5,1.1948,2.1539,1.3258,5.8631,1.2556,-9.9039,0.2256,6.7526,1.8902,0.7031,0.0114,0.4025,0.3609,0.0599,0.0022,0.1221,0.2876,0.223,1,1.1948,2.1539,1.3258,5.8631,1.2556,0.2256,6.7526,1.8902,0.7031,-6.4548225,-1.3129393,0.3609,-4.0613003,-8.82828,-3.033865,0.2876,-2.1648843,0.5849625,6.4170256,-9.9039
3801,series2x2_parallel1,101.2126,0.1667,0.445,3.052,1.9004,0.7508,4.8929,0.5616,0.3766,1.5776,2.8415,0.5004,0.0452,0.214,0.4367,0.4584,0.0025,0.1639,0.7794,0.1298,1,0.445,3.052,1.9004,0.7508,4.8929,0.3766,1.5776,2.8415,0.5004,-4.4675336,-2.2243173,0.4367,-1.125321,-8.643856,-2.6091123,0.7794,-2.9456377,-2.584674,6.661245,0.5616
3503,series3,456.7178,2.0,1.0768,1.9378,1.6216,4.8112,0.3511,9.4569,0.09,0.3368,3.1577,0.2429,0.0707,0.3305,0.7386,0.0257,0.0444,0.0449,0.4247,0.3955,2,1.0768,1.9378,1.6216,4.8112,0.3511,0.09,0.3368,3.1577,0.2429,-3.822146,-1.5972778,0.7386,-5.282088,-4.4932966,-4.477141,0.4247,-1.3382504,1.0,8.835159,9.4569
4085,series2x2_parallel1,93.4579,0.25,0.4799,4.0052,3.686,2.3932,1.6816,6.8982,0.4155,0.0939,20.5254,0.5954,0.0027,0.105,0.6115,0.2387,0.0135,0.177,0.669,0.0952,1,0.4799,4.0052,3.686,2.3932,1.6816,0.4155,0.0939,20.5254,0.5954,-8.5328245,-3.2515388,0.6115,-2.0667295,-6.210897,-2.4981787,0.669,-3.3928945,-2.0,6.5462446,6.8982
77,series3,459.1092,0.125,3.4153,2.848,1.294,2.335,1.8702,-8.2882,0.2944,4.3081,7.0428,0.3946,0.0033,0.0652,0.8508,0.3723,0.0149,0.0683,0.4279,0.3093,2,3.4153,2.848,1.294,2.335,1.8702,0.2944,4.3081,7.0428,0.3946,-8.243319,-3.9389842,0.8508,-1.4254625,-6.068544,-3.8719707,0.4279,-1.6929213,-3.0,8.842693,-8.2882
3456,series2x2_parallel1,87.0188,2.0,1.2881,0.3772,4.0708,0.8184,2.8687,-4.1642,0.3159,8.7683,14.4354,0.1823,0.0068,0.4144,0.5749,0.0508,0.0055,0.0467,0.3513,0.5164,1,1.2881,0.3772,4.0708,0.8184,2.8687,0.3159,8.7683,14.4354,0.1823,-7.2002497,-1.2709041,0.5749,-4.299028,-7.506353,-4.4204335,0.3513,-0.9534392,1.0,6.4432554,-4.1642
1020,series3_parallel2,660.4348,3.0,1.9976,1.4615,3.0938,2.9786,2.0116,-2.6281,0.4347,3.1987,10.175,0.0826,0.0413,0.1625,0.6159,0.0316,0.0193,0.2093,0.6563,0.0833,3,1.9976,1.4615,3.0938,2.9786,2.0116,0.4347,3.1987,10.175,0.0826,-4.5977144,-2.6214883,0.6159,-4.9839315,-5.6952553,-2.2563558,0.6563,-3.5855396,1.5849625,9.367272,-2.6281
4022,parallel5,98.2717,0.5,0.1666,3.1778,2.7906,4.0493,5.9428,-0.9203,0.1177,4.6154,20.8146,0.2905,0.0218,0.1306,0.6708,0.1405,0.0033,0.0565,0.8782,0.0609,0,0.1666,3.1778,2.7906,4.0493,5.9428,0.1177,4.6154,20.8146,0.2905,-5.519528,-2.936773,0.6708,-2.831358,-8.243319,-4.1456056,0.8782,-4.037414,-1.0,6.618704,-0.9203
2465,series3,211.1953,0.1667,2.9957,0.3775,3.9041,0.3836,2.9513,8.1926,0.0931,0.2214,8.2666,0.1537,0.0069,0.369,0.4259,0.0679,0.0132,0.4335,0.8309,0.3936,2,2.9957,0.3775,3.9041,0.3836,2.9513,0.0931,0.2214,8.2666,0.1537,-7.179188,-1.4383073,0.4259,-3.8804445,-6.243318,-1.2058961,0.8309,-1.3451979,-2.584674,7.722434,8.1926
552,series2x2_parallel1,869.1145,0.1667,1.9415,3.2512,1.3607,0.815,0.6539,-5.2008,0.0321,1.5282,21.9296,0.2585,0.0059,0.4528,0.8272,0.5749,0.0909,0.0545,0.6428,0.1305,1,1.9415,3.2512,1.3607,0.815,0.6539,0.0321,1.5282,21.9296,0.2585,-7.4050694,-1.1430541,0.8272,-0.7986171,-3.459576,-4.1976,0.6428,-2.9378781,-2.584674,9.763402,-5.2008
1117,series3,357.741,0.3333,2.612,1.0487,0.9793,4.1314,0.1817,4.4369,0.3714,2.5967,15.2519,0.6127,0.0023,0.5443,0.6732,0.0209,0.0018,0.0852,0.2231,0.0334,2,2.612,1.0487,0.9793,4.1314,0.1817,0.3714,2.5967,15.2519,0.6127,-8.764151,-0.877526,0.6732,-5.5803533,-9.117787,-3.5530028,0.2231,-4.904008,-1.5851068,8.482772,4.4369
1454,series3_parallel2,238.8206,0.25,3.1311,2.5044,4.0142,0.6116,2.1178,-10.0153,0.1261,3.7376,2.1431,0.5492,0.0431,0.0499,0.3433,0.1577,0.0014,0.0583,0.4039,0.419,3,3.1311,2.5044,4.0142,0.6116,2.1178,0.1261,3.7376,2.1431,0.5492,-4.5361686,-4.324816,0.3433,-2.6647453,-9.480357,-4.1003604,0.4039,-1.2549778,-2.0,7.8997836,-10.0153
