id,algorithm,algorithm_family,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head
427,series2x2_parallel1,parallel,283.93,0.3333,1.7891,3.2797,3.7458,2.6679,4.1338,1.6578,0.1568,3.4674,3.3361,0.1918,0.0036,0.0524,0.0752,0.0631,0.0063,0.0703,0.2041,0.0317,1,-1.5851068,8.149391
3567,parallel5,parallel,661.9821,0.125,2.488,0.5421,0.4417,0.259,1.5228,2.8159,0.1419,2.3193,1.5743,0.2448,0.0111,0.1554,0.4248,0.0536,0.0158,0.1785,0.7703,0.0438,0,-3.0,9.370648
1116,series3,series,96.0302,2.0,0.7228,3.4552,1.1901,0.5875,3.3519,-0.2199,0.0818,0.443,4.4663,0.1868,0.055,0.0723,0.7478,0.307,0.0779,0.1196,0.6339,0.2233,2,1.0,6.5854163
1609,parallel5,parallel,107.9467,4.0,0.3331,5.2545,3.9806,5.0208,0.4764,1.9139,0.1764,3.6698,0.0727,0.0524,0.0071,0.1015,0.2305,0.0974,0.0206,0.2113,0.5601,0.3247,0,2.0,6.754175
3618,series3,series,102.5948,1.5,0.6847,1.395,5.4218,0.8984,0.5447,1.6802,0.1278,0.2736,1.0532,0.196,0.0054,0.073,0.2402,0.03,0.002,0.0376,0.0783,0.0957,2,0.5849625,6.680814
1052,series3_parallel2,series,123.558,2.0,2.0247,3.5638,2.3625,1.7931,2.9972,2.8215,0.174,0.7374,4.2733,0.2326,0.0253,0.1127,0.6305,0.0698,0.0078,0.2665,0.5327,0.0502,3,1.0,6.9490447
2074,parallel5,parallel,232.6781,0.1667,3.3326,3.3017,2.7318,1.3038,0.4571,-2.8115,0.0914,0.6922,2.5531,0.1268,0.0088,0.1053,0.3222,0.0812,0.0088,0.1623,0.8172,0.2399,0,-2.584674,7.8621917
3986,parallel5,parallel,592.3869,4.0,2.4816,1.7831,5.8357,2.6478,0.4623,-2.8207,0.1708,0.601,3.6017,0.2185,0.0436,0.1883,0.6757,0.1528,0.0039,0.076,0.0543,0.0935,0,2.0,9.210396
1390,series2x2_parallel1,parallel,529.5021,0.125,0.6998,3.4685,1.5271,1.4848,2.4309,-2.6274,0.0663,3.5114,3.7114,0.0016,0.0747,0.1874,0.7053,0.2587,0.0116,0.0965,0.7343,0.0812,1,-3.0,9.048492
1485,series2x2_parallel1,parallel,111.3468,0.5,1.0574,1.0154,1.4112,1.9033,1.4586,-1.0855,0.0436,3.5193,6.0468,0.1467,0.0021,0.0625,0.2914,0.0798,0.0066,0.0977,0.2864,0.0651,1,-1.0,6.7989163
101,parallel5,parallel,156.2673,0.25,0.7362,4.0198,3.2783,3.1549,1.9431,-0.6114,0.1256,0.6561,3.6591,0.109,0.0022,0.0805,0.2187,0.0222,0.0763,0.1116,0.8527,0.5089,0,-2.0,7.2878723
1373,series2x2_parallel1,parallel,106.5856,4.0,3.4424,3.7823,0.4687,1.0184,4.5546,0.6972,0.1753,2.447,3.6877,0.0091,0.0028,0.0769,0.1815,0.0733,0.01,0.1251,0.4719,0.255,1,2.0,6.735869
1783,parallel5,parallel,165.8062,0.3333,3.029,3.4438,1.1574,3.2479,5.3287,-2.2986,0.0306,0.6518,2.579,0.0717,0.0025,0.103,0.3468,0.0704,0.04,0.2791,0.6488,0.0598,0,-1.5851068,7.373354
3571,series3,series,341.0242,0.5,4.2553,1.6457,0.2598,0.1723,3.8117,-0.3696,0.0295,2.6113,7.3933,0.2179,0.002,0.056,0.1975,0.0377,0.0028,0.0591,0.0401,0.1237,2,-1.0,8.413731
2425,parallel5,parallel,101.0727,0.1667,1.3899,4.7104,3.3356,4.9058,1.4389,0.8963,0.1062,0.2654,1.9464,0.1228,0.002,0.1179,0.1679,0.1027,0.0089,0.2644,0.7705,0.0404,0,-2.584674,6.65925
3269,series3,series,471.9635,2.0,0.9603,4.3342,1.4703,5.2607,0.1952,-2.0681,0.0217,1.4407,7.5455,0.1839,0.006,0.1596,0.4428,0.1399,0.0142,0.0731,0.3301,0.1076,2,1.0,8.882531
198,parallel5,parallel,654.4618,1.5,1.2287,1.1807,4.2486,0.4326,3.7861,-2.6603,0.1275,3.1863,7.828,0.0791,0.0057,0.053,0.1548,0.0167,0.037,0.127,0.6778,0.1491,0,0.5849625,9.354165
88,series3,series,346.7351,0.125,1.5697,2.9494,1.5552,0.6237,2.7907,-0.9799,0.1441,0.5276,6.222,0.0093,0.0025,0.0548,0.1927,0.0309,0.0068,0.0367,0.0564,0.016,2,-3.0,8.43769
2661,series2x2_parallel1,parallel,66.5247,0.6667,1.8557,0.4705,1.5966,1.9891,0.2734,1.4368,0.0228,3.4641,7.7176,0.0262,0.0041,0.0373,0.0667,0.0589,0.0122,0.1153,0.7794,0.2434,1,-0.58489037,6.055818
4025,series3_parallel2,series,87.1266,1.0,5.2744,2.2895,5.9563,1.051,4.5322,1.9803,0.1519,2.1482,3.5407,0.0214,0.0016,0.114,0.1622,0.1591,0.0036,0.0283,0.2027,0.0242,3,0.0,6.445041
2026,parallel5,parallel,67.8225,4.0,1.4691,3.8507,1.6322,1.3949,1.1591,0.2928,0.169,1.9929,2.8745,0.1066,0.0017,0.1356,0.1346,0.0503,0.0377,0.2555,0.4564,0.0485,0,2.0,6.083692
49,parallel5,parallel,832.8413,3.0,3.3225,0.2641,2.8573,3.0341,0.8512,2.9334,0.0502,1.0176,5.3602,0.0899,0.0016,0.0522,0.1875,0.0795,0.0119,0.1961,0.5722,0.2192,0,1.5849625,9.701898
1046,series3,series,82.8753,4.0,0.6815,2.1699,2.9468,1.748,1.9037,-1.9174,0.0931,3.1459,3.5889,0.1831,0.0027,0.0657,0.1282,0.0381,0.0133,0.0799,0.4487,0.0955,2,2.0,6.3728704
2428,series3,series,355.6635,0.3333,3.9321,5.1084,2.5192,2.4361,3.2628,2.5732,0.0532,1.9316,3.2383,0.2254,0.015,0.229,0.4564,0.0704,0.0062,0.2385,0.2072,0.0228,2,-1.5851068,8.474369
2890,series2x2_parallel1,parallel,286.6559,0.25,1.7559,4.4546,0.5844,0.8423,1.7537,0.0114,0.1483,3.8722,6.3684,0.1018,0.0244,0.1116,0.4422,0.1015,0.0064,0.0295,0.2573,0.0591,1,-2.0,8.163177
3321,series3_parallel2,series,810.1592,0.2,0.2733,0.2965,5.1654,0.4349,3.5601,2.9502,0.0002,2.9834,6.8565,0.0456,0.1152,0.1805,0.761,0.2104,0.0019,0.1904,0.1989,0.1239,3,-2.321928,9.662062
186,series2x2_parallel1,parallel,112.4398,0.5,4.8769,3.3666,0.8748,5.3195,2.3372,0.2095,0.0609,0.5628,1.0933,0.1715,0.0018,0.065,0.04,0.0335,0.0073,0.0338,0.1237,0.0208,1,-1.0,6.813009
1728,parallel5,parallel,67.7564,1.0,1.2166,1.3613,2.5195,0.5229,1.4069,2.162,0.1041,2.7729,4.041,0.1185,0.1001,0.1515,0.6934,0.2474,0.0137,0.2161,0.4982,0.1613,0,0.0,6.0822854
1961,series3,series,103.4388,2.0,1.0905,1.3755,3.9618,3.5109,1.5012,1.1125,0.0547,3.326,3.1607,0.0466,0.0062,0.2063,0.4553,0.0562,0.0026,0.0457,0.4585,0.0582,2,1.0,6.6926336
488,series3_parallel2,series,220.1826,0.2,3.417,1.696,2.8804,5.1291,2.7916,-0.1921,0.1742,3.4981,4.3044,0.2006,0.0269,0.1521,0.7785,0.3279,0.0231,0.0837,0.3417,0.217,3,-2.321928,7.7825565
2076,series2x2_parallel1,parallel,80.267,0.5,1.4709,3.9459,0.5315,3.2215,0.5162,1.0545,0.0805,0.421,0.2291,0.1588,0.0029,0.0468,0.1796,0.082,0.0163,0.1417,0.3389,0.3312,1,-1.0,6.326735
2703,parallel5,parallel,239.9616,0.125,0.8281,1.3468,1.6895,0.852,4.9812,-1.5417,0.1413,3.2262,0.3833,0.24,0.1127,0.1466,0.7345,0.0846,0.0107,0.1009,0.1229,0.0307,0,-3.0,7.9066596
352,series2x2_parallel1,parallel,690.6275,1.5,0.3364,4.4091,1.7523,0.853,1.3174,-2.8529,0.1011,1.9156,6.7273,0.0793,0.0061,0.1296,0.0951,0.0757,0.0116,0.1618,0.3029,0.2012,1,0.5849625,9.431764
2825,parallel5,parallel,256.9968,4.0,0.981,1.8579,4.0325,0.6623,1.7928,2.923,0.158,1.5817,2.0565,0.2269,0.0024,0.035,0.1714,0.0975,0.0132,0.1999,0.3909,0.1447,0,2.0,8.005607
3472,parallel5,parallel,385.3132,0.6667,1.9772,0.175,4.8466,3.0796,3.4751,2.8306,0.1508,3.2824,6.1407,0.1289,0.0021,0.0405,0.3334,0.0487,0.0019,0.0563,0.2799,0.1553,0,-0.58489037,8.589888
733,parallel5,parallel,241.5784,0.6667,2.8922,0.993,1.7903,2.7927,2.4021,0.0529,0.0007,2.7793,1.9854,0.022,0.0018,0.0889,0.2607,0.0504,0.016,0.1748,0.8272,0.1369,0,-0.58489037,7.9163475
2697,parallel5,parallel,237.7203,0.125,4.2275,3.7975,2.8064,0.1517,3.8945,0.9051,0.0908,1.5037,3.6609,0.0137,0.002,0.1756,0.3445,0.1299,0.0019,0.0623,0.3182,0.1162,0,-3.0,7.8931212
1575,series2x2_parallel1,parallel,153.8588,1.5,2.8844,0.1704,1.6023,1.4342,1.3007,1.123,0.1534,0.6479,0.5434,0.0929,0.0026,0.0879,0.2269,0.0265,0.0343,0.1667,0.3379,0.0545,1,0.5849625,7.265463
3023,series3,series,192.5856,0.2,5.3589,1.9478,2.8034,0.3102,4.0107,-2.7399,0.1716,1.8313,0.1939,0.1269,0.0061,0.164,0.5296,0.0792,0.0026,0.0255,0.2284,0.0277,2,-2.321928,7.589356
3329,series2x2_parallel1,parallel,315.8748,0.5,1.5563,1.9797,3.8715,2.3298,1.6299,0.1988,0.0618,2.1179,3.0449,0.205,0.0101,0.1353,0.706,0.0514,0.0556,0.1033,0.7414,0.3556,1,-1.0,8.303209
1904,series3_parallel2,series,571.4375,0.3333,3.9348,5.9752,1.0731,4.0522,3.0854,2.9014,0.117,2.377,5.1103,0.1775,0.0026,0.0973,0.1991,0.0507,0.0124,0.0869,0.6032,0.0889,3,-1.5851068,9.158452
254,series2x2_parallel1,parallel,686.503,0.6667,2.9876,2.0209,2.465,1.2445,3.9631,1.0697,0.1635,1.0228,5.7629,0.1357,0.0023,0.1057,0.1484,0.0434,0.0068,0.0405,0.2366,0.1252,1,-0.58489037,9.423122
414,series3,series,335.6729,4.0,5.4731,3.3324,1.8347,0.9599,0.5986,-0.388,0.1034,1.2006,7.3133,0.1982,0.0282,0.1511,0.6733,0.18,0.0245,0.3139,0.5023,0.1186,2,2.0,8.390912
1252,parallel5,parallel,486.2213,1.5,0.4518,4.3093,3.9346,2.1383,2.4934,-1.3914,0.0255,3.0011,3.4285,0.0975,0.0649,0.0909,0.4773,0.127,0.0067,0.0539,0.4149,0.0383,0,0.5849625,8.925469
4008,parallel5,parallel,671.9933,0.3333,5.3003,4.4816,1.4399,3.2588,0.7214,0.3563,0.0968,0.869,6.2706,0.1012,0.0135,0.2236,0.372,0.0441,0.0065,0.1113,0.1191,0.0319,0,-1.5851068,9.392303
1706,series3,series,253.8195,0.6667,2.3022,1.1661,2.7182,0.4049,1.7934,1.3689,0.0569,2.8735,6.8611,0.0921,0.0088,0.1767,0.2836,0.0297,0.0057,0.0512,0.1251,0.1891,2,-0.58489037,7.987659
3041,series2x2_parallel1,parallel,431.9221,0.125,3.7238,2.3409,1.2269,2.2102,1.1209,2.3608,0.1069,1.989,1.063,0.0671,0.0024,0.0769,0.0783,0.0314,0.0273,0.249,0.6181,0.0472,1,-3.0,8.754627
1218,series3_parallel2,series,124.085,4.0,1.7112,0.5458,1.7392,3.2793,3.1108,-0.5527,0.1289,1.6371,7.2568,0.1527,0.0035,0.1031,0.1539,0.0223,0.0066,0.0899,0.5299,0.137,3,2.0,6.955185
3279,series3,series,697.2041,0.5,2.413,2.8389,3.1888,1.0889,0.1733,2.4787,0.1138,2.1276,1.4085,0.239,0.0021,0.0641,0.1442,0.0387,0.0134,0.1005,0.4408,0.3286,2,-1.0,9.445437
2954,series3,series,81.9677,4.0,1.0976,0.5801,5.0042,2.6912,1.2121,1.4131,0.1728,2.5673,3.5272,0.1382,0.0028,0.0431,0.2329,0.052,0.0069,0.0509,0.2863,0.0557,2,2.0,6.3569837
2896,series2x2_parallel1,parallel,77.3615,2.0,0.3909,2.6887,1.2869,5.9587,0.8739,2.2612,0.0915,1.1663,3.9844,0.2391,0.0022,0.0268,0.1485,0.0158,0.0179,0.1047,0.3889,0.0502,1,1.0,6.273544
761,parallel5,parallel,212.0829,4.0,1.412,5.1614,2.8395,1.368,0.6299,2.3182,0.063,2.4275,2.4869,0.1373,0.0056,0.062,0.1301,0.0286,0.0126,0.105,0.4305,0.0981,0,2.0,7.7284846
3152,parallel5,parallel,103.2461,0.3333,0.7116,5.9464,5.6476,0.7728,1.4934,1.4165,0.0689,1.3209,3.377,0.158,0.0058,0.0481,0.1578,0.1442,0.0309,0.2087,0.7403,0.2552,0,-1.5851068,6.6899433
134,series3,series,161.6771,0.25,0.8976,0.7968,1.4852,5.8774,4.0865,2.1356,0.0497,0.3064,7.4128,0.2198,0.0416,0.1219,0.6798,0.2714,0.0079,0.1573,0.3651,0.0566,2,-2.0,7.3369713
2994,series3_parallel2,series,272.9718,2.0,4.1713,3.2575,3.5583,1.6168,3.64,0.6653,0.0115,0.3961,7.518,0.0484,0.0141,0.2436,0.6095,0.0937,0.0075,0.0824,0.3088,0.0593,3,1.0,8.092608
2390,parallel5,parallel,98.5375,0.125,5.9383,1.2933,4.4754,3.5029,4.181,-2.1244,0.022,2.2924,7.035,0.0241,0.0032,0.1133,0.3284,0.0535,0.0263,0.0686,0.5303,0.1226,0,-3.0,6.622601
2146,series3,series,259.1159,0.6667,0.8141,2.0465,2.1706,0.5093,3.3132,0.4673,0.1152,2.027,3.4586,0.1693,0.0154,0.0884,0.4064,0.1609,0.0046,0.2646,0.5903,0.0435,2,-0.58489037,8.017454
3844,series3_parallel2,series,473.0307,0.125,2.3445,3.0274,1.1553,0.6255,1.8769,2.2525,0.0341,0.6491,2.9277,0.2035,0.0031,0.0822,0.1393,0.0769,0.0142,0.0425,0.1869,0.0786,3,-3.0,8.88579
3432,series2x2_parallel1,parallel,469.6863,4.0,2.1372,0.7975,5.934,1.0318,1.412,-0.802,0.0426,3.3481,6.0381,0.1438,0.0021,0.0841,0.1137,0.0452,0.0595,0.1907,0.6809,0.231,1,2.0,8.875554
2614,series3_parallel2,series,370.1225,1.0,2.5178,0.9905,2.2113,0.78,2.5773,-2.6967,0.0003,2.3766,5.4146,0.0164,0.1086,0.0778,0.7008,0.1941,0.0062,0.107,0.6149,0.2201,3,0.0,8.531859
520,parallel5,parallel,121.8973,0.25,4.0519,2.602,3.5636,0.9181,2.5526,2.9287,0.0122,3.9573,2.9316,0.1969,0.0109,0.1564,0.4978,0.1327,0.0327,0.1444,0.7619,0.0411,0,-2.0,6.9295225
359,series3,series,306.986,0.2,3.0919,0.5147,4.6974,4.1265,1.649,-0.8475,0.1624,3.5636,4.06,0.1767,0.0019,0.0906,0.0982,0.127,0.123,0.0741,0.7607,0.4474,2,-2.321928,8.262029
2785,series3,series,132.5429,0.6667,4.6784,1.7,1.7182,0.6481,4.1358,0.2101,0.1567,0.0776,7.1049,0.1414,0.0089,0.1468,0.0853,0.0838,0.0399,0.0907,0.5461,0.4495,2,-0.58489037,7.0503154
3448,parallel5,parallel,633.5127,3.0,0.3971,2.3427,2.1948,2.8279,5.1315,-0.619,0.0563,1.6576,1.9884,0.1377,0.0015,0.0763,0.0679,0.0552,0.01,0.1905,0.8167,0.1359,0,1.5849625,9.30723
571,series3,series,541.0608,3.0,1.9432,1.5532,1.0348,1.7347,0.8731,-2.6968,0.1224,3.296,7.5452,0.0437,0.002,0.0413,0.1191,0.0403,0.0175,0.1417,0.8424,0.169,2,1.5849625,9.079647
2682,series3,series,72.135,0.1667,1.7761,1.3353,4.243,0.6612,2.9584,-2.0736,0.0674,2.8635,1.1468,0.2133,0.0979,0.1208,0.5258,0.1133,0.0059,0.3323,0.4146,0.0743,2,-2.584674,6.1726274
364,series3,series,216.6545,0.25,5.1939,1.0183,4.5925,0.2143,3.4642,-2.6593,0.0797,2.6797,6.451,0.21,0.0034,0.1503,0.2652,0.1196,0.0016,0.1229,0.2866,0.0755,2,-2.0,7.7592525
3817,parallel5,parallel,73.352,1.0,1.7765,0.1675,1.0676,2.4905,2.8978,1.0975,0.0944,2.549,4.7174,0.1854,0.0838,0.1537,0.8708,0.2831,0.0136,0.1819,0.3589,0.1688,0,0.0,6.1967645
3719,series2x2_parallel1,parallel,86.457,4.0,0.5461,3.2303,2.1726,1.9314,0.7369,-0.1105,0.1372,3.4947,2.4738,0.0943,0.0019,0.0821,0.3481,0.0558,0.0094,0.2748,0.5426,0.0947,1,2.0,6.433911
4020,series3_parallel2,series,74.7889,4.0,0.4691,0.523,4.0847,3.693,2.6129,-1.1262,0.0224,1.7998,2.1098,0.1762,0.0053,0.0572,0.0686,0.0531,0.0076,0.0728,0.1201,0.0294,3,2.0,6.2247524
2957,series3_parallel2,series,765.0709,0.6667,1.3663,2.7866,3.5367,3.2881,0.2449,2.8951,0.039,2.0174,7.7505,0.2139,0.0029,0.0302,0.0857,0.0416,0.027,0.1109,0.508,0.2743,3,-0.58489037,9.57945
1701,series3_parallel2,series,216.8127,1.5,1.6378,3.7816,1.0444,3.5162,4.4512,-1.0386,0.0728,2.3287,4.4322,0.1282,0.0076,0.031,0.0584,0.0159,0.011,0.0906,0.4151,0.1813,3,0.5849625,7.7603054
2797,series2x2_parallel1,parallel,650.8372,0.6667,2.7785,2.8531,3.1455,1.0375,2.6468,2.5147,0.1284,1.3768,1.5446,0.1965,0.0235,0.149,0.3575,0.0931,0.0111,0.0381,0.2733,0.024,1,-0.58489037,9.346153
1125,series2x2_parallel1,parallel,213.825,0.6667,2.7908,3.7739,4.3994,4.0488,2.7835,-2.7389,0.0418,2.8594,5.8092,0.0115,0.1035,0.1257,0.6614,0.1393,0.0045,0.1009,0.3339,0.2939,1,-0.58489037,7.740287
3892,parallel5,parallel,421.3954,1.5,1.138,4.8684,0.9151,0.4065,1.0152,1.4571,0.1275,1.1136,6.937,0.2147,0.0427,0.1157,0.5568,0.2883,0.0117,0.0928,0.1093,0.0376,0,0.5849625,8.71903
1587,series3_parallel2,series,305.9507,2.0,4.9411,0.7043,1.054,4.2185,1.8676,-0.7916,0.0555,0.3261,4.4259,0.1011,0.0063,0.1428,0.2207,0.0783,0.0083,0.2031,0.7326,0.2913,3,1.0,8.257155
174,series3,series,819.7524,0.25,2.7817,4.9751,0.9425,3.3639,4.1126,-1.2577,0.1524,1.2385,6.3632,0.0768,0.0049,0.0388,0.2136,0.0521,0.0062,0.1836,0.1207,0.0227,2,-2.0,9.679045
881,parallel5,parallel,105.9695,0.3333,0.3947,3.7871,5.7055,0.1903,3.4337,2.7947,0.0827,0.4464,1.5417,0.0334,0.004,0.1469,0.6863,0.0935,0.0392,0.1299,0.5719,0.2414,0,-1.5851068,6.727505
4044,series3,series,91.9317,0.2,1.6776,0.2177,1.2527,1.4094,0.7071,-1.7566,0.0512,2.7632,0.4228,0.2194,0.0418,0.1844,0.5568,0.1834,0.0054,0.0674,0.3028,0.154,2,-2.321928,6.5224905
3931,series2x2_parallel1,parallel,249.1986,2.0,0.941,4.8752,0.6061,1.9298,3.4503,0.1643,0.1477,1.1508,0.5704,0.1226,0.0212,0.1193,0.6113,0.0852,0.0043,0.1898,0.8009,0.0402,1,1.0,7.961152
2640,series3,series,567.9367,1.5,0.7547,1.5503,0.4833,3.1048,0.4623,-2.3742,0.0905,1.1851,7.6552,0.2011,0.0081,0.1383,0.1187,0.0429,0.0023,0.1318,0.2097,0.0639,2,0.5849625,9.149587
3582,series2x2_parallel1,parallel,514.1896,0.6667,0.2573,4.0299,0.661,1.1521,0.2525,2.6822,0.0997,3.6313,3.2198,0.1855,0.0018,0.028,0.161,0.0671,0.0191,0.167,0.522,0.0694,1,-0.58489037,9.006157
778,parallel5,parallel,661.4206,0.6667,3.1092,5.7589,3.2487,1.7914,0.8358,1.6179,0.0847,3.9953,1.644,0.159,0.0088,0.2447,0.5653,0.0574,0.0018,0.1241,0.1181,0.198,0,-0.58489037,9.369424
644,parallel5,parallel,508.1533,0.3333,1.4075,1.2518,1.6953,0.3802,3.6684,2.2845,0.0377,3.8223,1.483,0.0975,0.0031,0.1383,0.2713,0.0312,0.1588,0.2521,0.5129,0.1121,0,-1.5851068,8.98912
506,series3_parallel2,series,169.3025,0.5,3.0905,1.1495,2.2933,1.6516,1.6519,-1.5247,0.1146,1.3535,1.5124,0.1471,0.0069,0.0896,0.2465,0.0822,0.053,0.1912,0.675,0.5144,3,-1.0,7.4034595
1618,series3_parallel2,series,123.7397,1.5,2.3749,4.5914,5.599,1.8175,2.2804,-1.7376,0.0161,1.6695,4.1083,0.0601,0.0062,0.095,0.3141,0.0842,0.0293,0.1379,0.7234,0.093,3,0.5849625,6.9511647
3565,series3,series,252.4401,4.0,1.7644,3.5187,1.6942,0.6046,3.2888,-1.486,0.0333,2.071,0.692,0.1389,0.0121,0.1861,0.4527,0.0467,0.0133,0.1891,0.325,0.0602,2,2.0,7.9797974
1422,series3,series,304.4061,0.125,5.7148,4.195,2.3083,4.1556,4.0046,-0.3612,0.0268,3.0994,2.7076,0.247,0.003,0.0535,0.1641,0.0574,0.0316,0.1938,0.7799,0.1018,2,-3.0,8.249853
1699,series3_parallel2,series,456.8613,4.0,3.3982,1.4505,0.1999,2.8502,0.7696,-0.5731,0.0692,2.7875,3.443,0.1316,0.0017,0.0558,0.1935,0.0474,0.0589,0.0835,0.7224,0.1144,3,2.0,8.835612
3092,parallel5,parallel,382.9919,2.0,2.3469,1.0779,0.1669,5.3591,1.6852,-0.9922,0.1289,1.3274,5.6506,0.1585,0.0157,0.1446,0.6051,0.0843,0.0331,0.1003,0.6666,0.2141,0,1.0,8.58117
1863,series3,series,639.8692,0.2,0.6863,0.1657,3.4749,3.4665,2.2971,-0.8803,0.0149,2.0262,1.6794,0.2303,0.0543,0.127,0.5612,0.2405,0.0083,0.1123,0.5558,0.0967,2,-2.321928,9.321633
362,parallel5,parallel,338.5718,0.1667,1.5174,3.5613,5.2095,2.7518,3.1106,1.6019,0.1397,3.8766,3.7393,0.1742,0.0069,0.055,0.1561,0.0366,0.0029,0.1136,0.3369,0.14,0,-2.584674,8.403318
3428,series3,series,521.7881,1.5,3.0434,1.1491,0.4549,1.8226,2.3081,1.3076,0.0111,1.7612,1.0251,0.1892,0.0134,0.1325,0.7017,0.1779,0.0105,0.3307,0.7,0.2923,2,0.5849625,9.02732
150,series2x2_parallel1,parallel,236.1691,3.0,0.4572,0.7628,2.5183,3.2873,1.0447,2.4832,0.1053,0.6934,1.255,0.2393,0.002,0.0943,0.084,0.017,0.0033,0.0769,0.1394,0.1131,1,1.5849625,7.8836765
2163,parallel5,parallel,95.1854,0.3333,2.1222,0.8534,3.8395,0.4341,2.9061,2.3383,0.029,2.9414,5.3301,0.0998,0.0347,0.1519,0.4674,0.2519,0.0154,0.1014,0.7489,0.2499,0,-1.5851068,6.5726686
2458,series3_parallel2,series,119.3348,3.0,0.6801,0.9335,5.6885,1.5801,3.899,0.0333,0.0087,3.0775,7.8031,0.2231,0.006,0.1916,0.7078,0.0548,0.0097,0.1809,0.8319,0.197,3,1.5849625,6.898871
451,series2x2_parallel1,parallel,157.2165,0.5,1.787,5.3944,1.4606,5.0706,5.5757,-0.5114,0.0097,3.2815,4.9021,0.1897,0.0058,0.0559,0.0454,0.0331,0.0079,0.0897,0.3697,0.2884,1,-1.0,7.296609
2174,series3_parallel2,series,379.2115,1.5,1.1976,3.1337,1.0641,0.7364,3.1496,0.5129,0.0703,0.1978,7.5993,0.166,0.0051,0.0312,0.1857,0.0445,0.0699,0.0616,0.6873,0.0971,3,0.5849625,8.566859
2835,series3,series,129.9428,4.0,5.7327,1.6824,0.9786,0.511,3.1487,0.2122,0.016,0.2433,7.5739,0.0709,0.0653,0.0849,0.5296,0.0836,0.0021,0.0899,0.301,0.022,2,2.0,7.021733
2220,series3_parallel2,series,277.9612,1.5,1.5222,3.9307,1.4503,3.4497,3.6887,1.5653,0.1198,1.02,4.054,0.097,0.002,0.0741,0.0562,0.0653,0.0028,0.1382,0.1559,0.1113,3,0.5849625,8.11874
154,series3_parallel2,series,342.3953,0.1667,3.421,3.0953,0.4475,4.2134,2.9594,-2.7513,0.0887,1.5288,4.5966,0.2404,0.0777,0.129,0.8938,0.149,0.0092,0.1269,0.0898,0.0453,3,-2.584674,8.419519
100,series2x2_parallel1,parallel,73.1759,2.0,0.9272,2.1682,3.2115,3.2711,3.0644,0.9101,0.0925,0.7966,5.8828,0.005,0.0031,0.0441,0.1728,0.0617,0.0046,0.1323,0.4302,0.0568,1,1.0,6.193297
3139,series3,series,873.5786,1.5,0.413,4.449,2.479,0.281,5.7009,-0.6155,0.1368,2.4102,1.9848,0.0869,0.0052,0.0853,0.1705,0.0672,0.0239,0.1101,0.6089,0.4713,2,0.5849625,9.770794
3299,parallel5,parallel,404.3109,3.0,5.6219,2.3024,2.76,1.1761,1.0384,-2.3151,0.0505,2.75,2.7147,0.193,0.0046,0.0589,0.1427,0.0267,0.1134,0.1175,0.9393,0.155,0,1.5849625,8.659322
449,parallel5,parallel,79.6073,0.1667,1.0978,0.6184,2.1029,2.1561,1.1182,1.8685,0.0869,1.8797,0.3083,0.1234,0.0233,0.2291,0.5959,0.0649,0.0699,0.1965,0.6855,0.1334,0,-2.584674,6.314829
2662,parallel5,parallel,91.2128,0.125,1.8164,5.5197,1.1928,0.6997,0.4561,-0.4076,0.045,0.9826,1.5165,0.0464,0.024,0.1365,0.7401,0.077,0.0017,0.1097,0.3896,0.1678,0,-3.0,6.511164
1544,series2x2_parallel1,parallel,136.3266,1.0,1.5635,0.6029,0.4144,2.3758,1.3356,-2.7812,0.1519,0.8736,6.2018,0.2229,0.0191,0.094,0.5345,0.0537,0.0019,0.1166,0.2009,0.0555,1,0.0,7.0909233
3325,series2x2_parallel1,parallel,193.2572,0.2,2.2895,0.6288,1.4649,1.7921,1.2974,0.3258,0.0656,0.19,6.8471,0.0771,0.0032,0.0517,0.3134,0.1509,0.0044,0.1813,0.203,0.0337,1,-2.321928,7.5943785
1882,series3,series,189.3475,0.6667,4.0447,4.1022,2.8568,3.5265,5.1063,2.8254,0.0155,1.6286,4.0639,0.1165,0.0025,0.0453,0.3454,0.051,0.032,0.1035,0.7231,0.347,2,-0.58489037,7.564893
1990,series3_parallel2,series,115.1923,1.0,1.4716,2.0604,1.1817,2.0482,0.663,1.8693,0.0433,3.5698,1.5247,0.143,0.0028,0.0305,0.0402,0.0275,0.0018,0.1006,0.2309,0.0427,3,0.0,6.8479004
1545,series3,series,135.8161,0.25,3.5165,1.5917,2.7366,0.999,0.7967,2.6907,0.088,3.2543,3.4451,0.161,0.0063,0.0481,0.0555,0.093,0.0391,0.1412,0.4658,0.0943,2,-2.0,7.0855107
1021,series3_parallel2,series,357.4166,0.125,3.9374,1.8115,1.0661,1.5323,0.7843,1.6384,0.1738,2.2742,5.8723,0.0201,0.0055,0.085,0.2533,0.0551,0.0086,0.1282,0.8749,0.1464,3,-3.0,8.4814625
