id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head,detune_carrier_head
254,series3,112.3372,2.0,3.7615,2.4959,3.7919,1.6887,0.2511,2.4931,0.1797,3.5253,6.2713,0.7673,0.0025,0.0333,0.3176,0.605,0.11,0.094,0.7184,0.0512,2,1.0,6.8116918,2.4931
3557,series3_parallel2,74.9643,1.5,1.1858,5.8204,2.6517,4.1007,3.182,-3.4393,0.2176,4.9425,0.3054,0.1598,0.0029,0.094,0.3778,0.3065,0.001,0.0726,0.9147,0.5114,3,0.5849625,6.228132,-3.4393
2369,series3_parallel2,642.7139,4.0,2.4366,0.8699,3.9589,3.9669,2.4426,2.8131,0.3516,4.675,9.7603,0.6088,0.0044,0.2208,0.753,0.2687,0.0032,0.5479,0.8061,0.3003,3,2.0,9.3280325,2.8131
2255,series2x2_parallel1,561.3226,0.6667,0.8869,4.0301,0.2767,2.3204,2.6094,-2.0491,0.0139,5.2552,13.1802,0.6225,0.0082,0.4881,0.4765,0.2546,0.0042,0.1181,0.2638,0.0607,1,-0.58489037,9.132687,-2.0491
3955,series3,465.6104,0.6667,1.4345,1.7462,0.6788,1.1303,4.7627,5.4484,0.3817,3.844,7.7404,0.6315,0.0746,0.4753,0.2881,0.0936,0.0845,0.0427,0.1535,0.0399,2,-0.58489037,8.86298,5.4484
2972,parallel5,149.1084,4.0,5.8762,5.8346,0.3641,1.6908,2.2995,-10.1035,0.3625,4.3713,12.2975,0.7592,0.028,0.2544,0.8726,0.0305,0.0591,0.1916,0.8484,0.2244,0,2.0,7.2202177,-10.1035
2701,parallel5,76.9137,0.1667,1.001,2.5138,0.8045,0.9924,1.4472,6.6258,0.0547,2.6964,18.4121,0.6799,0.0031,0.0517,0.4515,0.0903,0.0014,0.6281,0.6048,0.0949,0,-2.584674,6.2651687,6.6258
2205,parallel5,95.5464,0.1667,1.2758,0.831,5.0378,2.1886,3.5763,-7.0117,0.1667,2.8966,17.2163,0.2417,0.0539,0.3344,0.4129,0.1806,0.0039,0.0884,0.2767,0.7379,0,-2.584674,6.57813,-7.0117
3925,series2x2_parallel1,130.5883,1.5,3.9642,1.2305,0.8938,4.1316,0.7162,9.9706,0.0784,3.1815,0.2742,0.6845,0.0115,0.0386,0.2028,0.1688,0.0797,0.0535,0.5342,0.3747,1,0.5849625,7.028882,9.9706
3061,series2x2_parallel1,78.3621,0.1667,0.9271,2.0857,2.8501,3.2258,1.6474,9.9457,0.1859,2.0512,3.38,0.7825,0.0552,0.5152,0.6634,0.1109,0.0247,0.1109,0.9447,0.1236,1,-2.584674,6.292084,9.9457
4011,series3,186.334,0.6667,3.2837,3.0644,5.0225,1.4472,0.7317,7.4991,0.0724,3.3634,20.7271,0.2959,0.0039,0.1056,0.3343,0.1596,0.022,0.0476,0.2876,0.1884,2,-0.58489037,7.541747,7.4991
2964,series3_parallel2,71.2162,0.6667,0.7882,0.273,1.1406,2.2204,2.4145,-0.073,0.2271,8.4569,16.5033,0.4979,0.0084,0.2696,0.2534,0.0309,0.0047,0.0526,0.7463,0.7377,3,-0.58489037,6.154134,-0.073
2526,series3,101.4101,0.5,4.1323,0.9179,2.5029,0.9246,0.7596,-7.8196,0.3377,5.5739,4.3217,0.587,0.0173,0.0395,0.6119,0.4123,0.004,0.3855,0.7174,0.07,2,-1.0,6.6640577,-7.8196
754,series3_parallel2,400.7478,0.2,2.3959,0.4804,3.2353,5.9331,3.6501,9.1654,0.2123,1.4764,20.5688,0.3043,0.0027,0.2235,0.8119,0.0548,0.0034,0.281,0.4948,0.0817,3,-2.321928,8.646551,9.1654
2166,parallel5,164.5896,1.5,4.6565,3.206,3.1913,1.5805,1.9801,-0.5814,0.2401,3.0871,12.9809,0.7977,0.0176,0.2484,0.8294,0.2597,0.0386,0.3933,0.5264,0.7764,0,0.5849625,7.3627295,-0.5814
387,series3_parallel2,74.8551,4.0,0.6767,3.5868,0.4821,3.8109,3.4363,-1.7372,0.4214,2.5357,14.1426,0.4261,0.0267,0.1572,0.8472,0.0607,0.0042,0.3277,0.4242,0.0472,3,2.0,6.226029,-1.7372
71,parallel5,331.9887,0.2,3.2933,2.9894,1.0828,2.8066,0.2446,-8.3216,0.1825,2.2505,2.0998,0.6345,0.0607,0.0601,0.2432,0.498,0.0122,0.0454,0.3437,0.632,0,-2.321928,8.37499,-8.3216
502,series3_parallel2,74.778,3.0,3.2824,1.7539,0.3884,4.8953,1.4369,7.063,0.4437,4.2325,2.0409,0.4823,0.0058,0.4153,0.2959,0.1813,0.0175,0.1539,0.9384,0.7884,3,1.5849625,6.224542,7.063
3515,series3_parallel2,484.3135,2.0,1.7068,1.4281,1.1517,1.2818,3.7878,-10.8457,0.1942,8.6535,19.0111,0.2989,0.0053,0.1591,0.7054,0.149,0.0737,0.1336,0.1933,0.2029,3,1.0,8.919798,-10.8457
631,series2x2_parallel1,520.9465,0.125,0.2219,2.1431,2.7905,3.4806,0.3794,-11.7872,0.3794,4.4228,7.9533,0.3931,0.0199,0.0526,0.2534,0.0296,0.0425,0.2626,0.3651,0.3913,1,-3.0,9.024991,-11.7872
1205,parallel5,365.1078,0.2,0.8605,4.4648,0.333,0.5133,3.4934,-7.1576,0.0359,4.5252,11.4829,0.0958,0.0031,0.0539,0.5055,0.0717,0.0251,0.0583,0.5161,0.2341,0,-2.321928,8.512178,-7.1576
1764,parallel5,103.1688,1.0,2.6702,0.4652,1.0745,2.8273,5.0835,3.2203,0.0277,7.0671,18.9219,0.1363,0.0023,0.2502,0.4247,0.1448,0.0159,0.0651,0.228,0.6271,0,0.0,6.688863,3.2203
2035,parallel5,77.546,1.0,1.2231,0.1769,0.789,2.2725,3.4783,9.8515,0.3216,2.4963,16.0328,0.0588,0.0052,0.2134,0.6553,0.0372,0.0015,0.0641,0.4288,0.036,0,0.0,6.2769804,9.8515
3001,series2x2_parallel1,304.0831,0.25,2.2948,1.0347,4.9043,0.3273,0.7524,-8.4884,0.3457,4.3007,2.2261,0.4762,0.0034,0.2967,0.3504,0.0456,0.0043,0.5179,0.1958,0.525,1,-2.0,8.248322,-8.4884
1303,parallel5,265.8692,1.5,4.0093,3.5957,1.7107,0.3176,3.7143,1.7903,0.0865,3.3641,5.7316,0.571,0.0045,0.1187,0.5046,0.0417,0.0358,0.2177,0.3964,0.4606,0,0.5849625,8.054573,1.7903
3712,parallel5,572.6964,0.5,4.1047,0.4291,2.6803,0.6702,0.211,10.1362,0.1936,5.2857,0.8572,0.5706,0.0073,0.0437,0.2995,0.2899,0.0465,0.0506,0.4828,0.2688,0,-1.0,9.161627,10.1362
1714,parallel5,388.0375,0.5,5.0062,5.9724,3.8,4.5038,2.0829,-2.7584,0.2899,6.1999,6.2206,0.1774,0.0078,0.3043,0.7057,0.0926,0.0037,0.1222,0.5385,0.6004,0,-1.0,8.600052,-2.7584
2577,series3_parallel2,154.0503,0.2,2.046,1.8908,4.2229,0.4687,4.5639,2.2599,0.2108,6.9982,6.6216,0.2928,0.0522,0.0364,0.4437,0.1301,0.0022,0.3678,0.3534,0.3617,3,-2.321928,7.2672577,2.2599
344,parallel5,495.3786,3.0,3.2184,2.4395,1.1671,0.2668,5.0137,-8.7289,0.3654,5.8955,8.6023,0.1866,0.002,0.0326,0.3443,0.0284,0.0017,0.6069,0.1946,0.036,0,1.5849625,8.952388,-8.7289
3617,parallel5,219.4025,0.25,3.744,0.1857,0.6318,1.0674,3.2503,-1.6773,0.204,0.1871,0.8155,0.5829,0.0067,0.0337,0.8336,0.0762,0.0016,0.4443,0.6726,0.0943,0,-2.0,7.7774363,-1.6773
3110,series3_parallel2,455.7924,2.0,2.8501,1.7784,2.7207,1.5495,1.5254,-0.8003,0.2456,8.1254,17.3512,0.6876,0.0034,0.0378,0.6604,0.0223,0.0412,0.1304,0.4853,0.0944,3,1.0,8.832233,-0.8003
3780,series2x2_parallel1,97.6574,4.0,0.8843,4.1314,0.7047,1.033,1.2792,4.3444,0.2793,2.5133,17.5844,0.3904,0.0198,0.0343,0.4636,0.2475,0.0015,0.204,0.2764,0.1635,1,2.0,6.6096573,4.3444
1401,series3,845.7565,4.0,1.1077,2.4844,2.0033,0.5442,0.3995,2.1387,0.378,0.6559,18.337,0.7331,0.0073,0.1869,0.7909,0.1626,0.0193,0.2863,0.3717,0.0827,2,2.0,9.724098,2.1387
2969,parallel5,513.1496,0.3333,5.2679,3.7823,0.3115,5.8348,3.1486,11.4324,0.356,4.1761,0.3639,0.3437,0.0033,0.1173,0.6206,0.5589,0.0617,0.5601,0.9003,0.0733,0,-1.5851068,9.003236,11.4324
3840,series2x2_parallel1,702.1061,0.6667,1.139,0.9467,2.086,3.7472,3.295,5.1974,0.1225,8.9677,13.6391,0.1224,0.0645,0.0714,0.392,0.19,0.0011,0.519,0.792,0.0331,1,-0.58489037,9.455545,5.1974
3174,series2x2_parallel1,78.1112,0.1667,2.7071,0.9689,1.4872,4.1908,0.7739,8.3217,0.1209,7.4735,9.1527,0.7695,0.0096,0.0586,0.5738,0.1114,0.0071,0.0879,0.3271,0.3583,1,-2.584674,6.2874575,8.3217
3866,series3_parallel2,182.2425,0.5,3.9512,0.8707,0.4565,3.7172,0.4235,-5.3176,0.2781,3.2974,13.9145,0.1205,0.002,0.1884,0.8572,0.021,0.0089,0.468,0.2573,0.047,3,-1.0,7.5097156,-5.3176
1289,parallel5,676.4419,0.6667,1.2769,2.3211,3.8546,3.309,5.9826,-4.1358,0.4038,7.0658,6.9708,0.5235,0.0025,0.1032,0.3157,0.2468,0.0108,0.4411,0.5762,0.5387,0,-0.58489037,9.401822,-4.1358
1476,series2x2_parallel1,93.2994,4.0,1.987,4.6299,1.4212,4.0415,4.7835,9.8841,0.0696,1.5493,7.6242,0.1307,0.074,0.5498,0.7335,0.107,0.0021,0.1665,0.5592,0.2766,1,2.0,6.543796,9.8841
2355,series3_parallel2,313.6774,3.0,1.4905,0.4431,4.3882,2.7495,4.5425,0.593,0.087,8.8145,14.9411,0.179,0.073,0.1455,0.7858,0.485,0.0072,0.3631,0.5186,0.3353,3,1.5849625,8.293138,0.593
1992,parallel5,168.725,0.6667,0.5804,1.0353,3.7148,2.7151,1.0492,-8.8804,0.3843,8.9258,12.7448,0.533,0.0029,0.0342,0.7492,0.0915,0.051,0.049,0.8459,0.2518,0,-0.58489037,7.39853,-8.8804
2300,series2x2_parallel1,400.8649,0.125,4.0914,3.2474,0.3411,4.9223,3.7317,11.8476,0.1131,6.3467,0.0588,0.456,0.0082,0.1903,0.7171,0.3147,0.0057,0.3458,0.2468,0.1683,1,-3.0,8.646973,11.8476
3554,parallel5,355.8715,0.5,0.5426,3.4585,5.0502,1.3337,0.5643,10.5562,0.0739,7.4359,7.7362,0.2053,0.0284,0.5022,0.2473,0.4281,0.0047,0.5594,0.6225,0.6837,0,-1.0,8.475212,10.5562
2407,series3,86.6903,3.0,1.0744,3.9657,5.6254,1.096,3.0185,10.404,0.0035,8.7915,4.3594,0.5568,0.021,0.0609,0.3487,0.4633,0.0013,0.2223,0.8193,0.1419,2,1.5849625,6.4377985,10.404
3004,series2x2_parallel1,588.0986,1.5,4.9325,4.1819,3.2355,0.4401,0.756,5.9842,0.1131,0.4461,20.5492,0.6723,0.043,0.1764,0.7484,0.0963,0.0243,0.6235,0.766,0.3206,1,0.5849625,9.199914,5.9842
3622,series3,538.4898,1.5,0.7864,1.4186,2.5834,0.4071,0.9129,-11.0155,0.2126,5.2181,19.3263,0.6851,0.0144,0.0344,0.2414,0.3169,0.0178,0.5549,0.8565,0.57,2,0.5849625,9.072775,-11.0155
950,series3,242.6903,3.0,3.1448,3.4593,5.2967,2.1377,4.1991,11.4782,0.1656,0.725,11.3456,0.0515,0.0244,0.2243,0.3175,0.0345,0.0138,0.225,0.6976,0.7235,2,1.5849625,7.9229727,11.4782
2444,series2x2_parallel1,381.3169,0.25,0.6126,3.7871,3.865,4.9646,3.3033,6.4157,0.3894,1.5148,15.963,0.061,0.0113,0.0596,0.3356,0.1809,0.0556,0.5426,0.6536,0.0592,1,-2.0,8.574846,6.4157
1128,series2x2_parallel1,377.3815,0.1667,2.0776,0.6595,0.5881,4.3791,3.011,7.7907,0.1612,8.7165,9.1647,0.6639,0.0063,0.1763,0.2128,0.3132,0.0188,0.045,0.6379,0.4514,1,-2.584674,8.55988,7.7907
2085,series3_parallel2,226.2866,4.0,1.7236,5.7436,2.9341,0.547,0.2668,11.0535,0.41,8.5946,9.3592,0.5677,0.0021,0.1333,0.4609,0.0351,0.0115,0.0719,0.7418,0.668,3,2.0,7.822007,11.0535
1445,series2x2_parallel1,126.1425,0.1667,1.675,2.6413,1.9379,1.5524,1.0449,-11.6937,0.0347,1.7285,11.7317,0.0189,0.0467,0.0922,0.4167,0.0331,0.0078,0.1063,0.3885,0.2808,1,-2.584674,6.9789104,-11.6937
2692,series3_parallel2,151.3663,0.3333,3.0169,1.8669,0.2712,3.7437,1.5445,9.4698,0.3555,6.2754,11.485,0.0683,0.0025,0.2031,0.7772,0.42,0.0088,0.0531,0.4322,0.1691,3,-1.5851068,7.2419004,9.4698
1136,series3,74.7929,0.3333,0.5518,0.5076,1.6159,0.2506,3.7683,6.3966,0.2213,6.9852,12.2211,0.2764,0.033,0.1731,0.3314,0.1422,0.0259,0.6185,0.2603,0.0512,2,-1.5851068,6.224829,6.3966
1928,parallel5,168.4758,3.0,2.5288,1.1515,1.3733,2.3154,0.4856,-0.0001,0.4105,7.1785,10.6004,0.0165,0.0121,0.2085,0.666,0.2525,0.0016,0.0851,0.832,0.0405,0,1.5849625,7.3963976,-1e-04
1450,parallel5,75.9506,4.0,1.4816,2.7441,1.3312,1.2838,1.5217,3.3661,0.3862,5.2036,7.3013,0.1277,0.035,0.0348,0.5383,0.0359,0.0017,0.2602,0.2223,0.086,0,2.0,6.2469893,3.3661
1090,parallel5,88.0435,3.0,4.0729,1.2355,4.4121,0.8588,0.5922,5.8895,0.3489,7.4918,5.3786,0.6797,0.003,0.3469,0.6478,0.0239,0.0042,0.1745,0.7559,0.0951,0,1.5849625,6.4601445,5.8895
1179,series2x2_parallel1,101.2871,0.6667,0.3474,2.0552,1.4194,5.3741,1.2815,7.3915,0.3455,0.5002,18.3335,0.4594,0.0141,0.2401,0.2995,0.1855,0.0703,0.5744,0.5389,0.3658,1,-0.58489037,6.662307,7.3915
1886,series3,375.2977,0.1667,3.3553,1.1175,4.0374,3.8254,1.4412,6.2345,0.412,3.6001,15.3531,0.1416,0.0079,0.0903,0.6343,0.2367,0.0714,0.0572,0.2689,0.1081,2,-2.584674,8.551891,6.2345
945,series3_parallel2,507.4422,0.5,1.2594,1.9726,0.4992,3.463,4.3964,-7.7623,0.1672,1.1182,15.2154,0.6225,0.0538,0.0531,0.5251,0.1054,0.0733,0.0502,0.3765,0.2228,3,-1.0,8.9871,-7.7623
1212,parallel5,206.1909,0.2,0.2713,2.8606,4.0759,1.814,5.6781,0.0373,0.0736,2.2643,13.2189,0.2084,0.0169,0.2362,0.3305,0.1967,0.0893,0.3564,0.1896,0.0493,0,-2.321928,7.6878366,0.0373
3137,series3_parallel2,87.8535,0.125,0.6996,2.4236,3.5717,4.2218,0.1548,-5.5087,0.2621,6.2779,13.1053,0.2315,0.0525,0.0912,0.4442,0.0623,0.0125,0.1106,0.5882,0.0432,3,-3.0,6.457028,-5.5087
959,series3,66.1525,0.5,2.6146,5.091,1.995,3.5304,1.9607,-5.2172,0.2936,1.852,16.3854,0.0147,0.0643,0.0365,0.8499,0.1013,0.0133,0.1856,0.2321,0.0456,2,-1.0,6.047724,-5.2172
21,parallel5,100.8662,0.125,2.9005,0.3946,5.8651,5.3806,5.3682,7.1081,0.1689,4.0862,5.6249,0.4541,0.0579,0.0596,0.3798,0.0576,0.0023,0.0577,0.254,0.0563,0,-3.0,6.656299,7.1081
188,parallel5,860.9503,4.0,2.5015,3.4052,4.2039,5.6053,2.9322,7.9481,0.0953,7.2503,16.1396,0.7789,0.0276,0.1161,0.6863,0.0648,0.048,0.0723,0.8192,0.072,0,2.0,9.749786,7.9481
3865,parallel5,327.4364,0.3333,5.5511,1.0381,2.0696,0.497,3.0616,-7.923,0.4073,0.1468,10.987,0.3701,0.0109,0.1052,0.4581,0.55,0.0026,0.0553,0.8445,0.0371,0,-1.5851068,8.355071,-7.923
1572,series3,74.9316,0.3333,0.7988,5.8796,1.7873,0.5025,4.1124,-10.0489,0.2186,3.4596,21.5328,0.6123,0.0139,0.3518,0.466,0.3317,0.0414,0.3633,0.7599,0.0304,2,-1.5851068,6.2275023,-10.0489
348,series2x2_parallel1,152.5841,0.25,0.4744,5.9829,3.2784,1.088,2.7533,1.1765,0.0425,2.1981,10.4137,0.7656,0.0194,0.3163,0.5227,0.369,0.0466,0.1726,0.1867,0.0638,1,-2.0,7.253461,1.1765
3048,series3_parallel2,104.5406,0.6667,4.9139,3.6273,0.255,1.0185,0.6474,-8.2545,0.1226,2.2987,2.3096,0.6797,0.0261,0.1782,0.5934,0.3251,0.0342,0.5751,0.127,0.0599,3,-0.58489037,6.7079196,-8.2545
2348,series2x2_parallel1,195.4132,2.0,4.3844,3.7681,0.9317,3.8405,1.4804,11.274,0.1654,7.7255,14.7468,0.1694,0.005,0.2119,0.8364,0.0823,0.0071,0.1646,0.6516,0.1619,1,1.0,7.610384,11.274
2296,series2x2_parallel1,78.2516,4.0,1.1056,3.5938,1.792,3.0468,0.7845,-5.3168,0.3557,7.4874,18.6356,0.0797,0.0306,0.3118,0.2162,0.6167,0.002,0.4519,0.6952,0.2566,1,2.0,6.2900486,-5.3168
403,parallel5,151.6445,0.2,1.6142,3.7951,3.2361,0.4268,4.9265,1.6071,0.238,1.1227,14.5633,0.0802,0.0146,0.153,0.554,0.0428,0.0027,0.2346,0.6939,0.6872,0,-2.321928,7.2445493,1.6071
3751,parallel5,558.9773,0.1667,0.7223,2.7716,2.0246,4.083,3.5964,0.3608,0.1045,8.8811,15.3817,0.4681,0.0293,0.1846,0.2952,0.3765,0.0027,0.0641,0.441,0.0321,0,-2.584674,9.126646,0.3608
1656,series3,336.359,0.6667,0.9063,0.2647,2.0874,4.0562,2.91,-0.2641,0.2421,0.831,4.0983,0.0837,0.0159,0.2197,0.3947,0.2204,0.0059,0.1737,0.8271,0.7985,2,-0.58489037,8.393858,-0.2641
3566,series3,236.5872,0.6667,5.151,2.725,2.4983,3.2217,1.3597,-0.8265,0.2817,2.5537,11.8376,0.7885,0.0234,0.0348,0.3603,0.0747,0.006,0.1061,0.6888,0.4924,2,-0.58489037,7.886228,-0.8265
1716,parallel5,618.3255,0.125,1.2868,4.7653,0.4609,4.4905,3.2734,-8.5054,0.3693,5.101,7.9611,0.1832,0.0055,0.2531,0.5233,0.4888,0.0873,0.5753,0.4791,0.4954,0,-3.0,9.2722225,-8.5054
3148,series3,576.6623,0.125,2.7578,1.0287,5.8946,1.4258,3.6781,3.8191,0.0675,5.8071,0.7721,0.7789,0.0169,0.2455,0.668,0.4575,0.1079,0.1286,0.9113,0.346,2,-3.0,9.171583,3.8191
3450,series2x2_parallel1,82.2024,0.25,4.076,0.4798,1.031,1.7361,2.63,0.9067,0.2173,4.2263,4.4546,0.3957,0.0499,0.3544,0.3868,0.0378,0.0229,0.0558,0.2384,0.0365,1,-2.0,6.361109,0.9067
2792,parallel5,286.3207,1.0,2.4929,0.8393,1.4445,1.1804,2.6555,6.877,0.3777,4.6417,10.5196,0.1288,0.0031,0.0382,0.4056,0.0448,0.0034,0.047,0.7528,0.0726,0,0.0,8.161489,6.877
353,series3_parallel2,850.0887,1.0,3.4286,4.7755,1.488,0.6321,3.1925,7.9535,0.3839,1.8471,18.7496,0.1396,0.0023,0.3273,0.1872,0.037,0.0083,0.0662,0.2876,0.1864,3,0.0,9.731469,7.9535
16,series3,68.647,3.0,4.2433,0.657,0.3761,1.9184,2.6084,-11.7544,0.259,3.0069,15.0462,0.3992,0.0067,0.2778,0.4815,0.0473,0.0243,0.0643,0.6207,0.579,2,1.5849625,6.101125,-11.7544
3413,series2x2_parallel1,102.5742,1.5,3.5785,3.5253,1.1375,5.695,0.9969,5.0562,0.0122,8.0223,17.5314,0.2189,0.0081,0.1168,0.5696,0.3009,0.0713,0.1347,0.1637,0.1686,1,0.5849625,6.6805243,5.0562
739,series2x2_parallel1,146.3713,1.5,1.7895,0.7922,1.6282,2.797,0.1602,9.1852,0.1932,8.9066,1.6351,0.2568,0.0248,0.0953,0.19,0.6265,0.1173,0.1372,0.4226,0.0915,1,0.5849625,7.193489,9.1852
981,parallel5,90.5315,0.5,3.6133,3.982,4.7977,3.159,1.3986,-11.989,0.4231,6.6659,21.7904,0.0031,0.0052,0.1735,0.7585,0.1342,0.002,0.0462,0.1206,0.2625,0,-1.0,6.500348,-11.989
2290,parallel5,337.2127,0.6667,0.2311,0.3018,1.9904,3.6423,4.1939,-9.6673,0.4265,2.9836,5.768,0.0002,0.0027,0.5085,0.2968,0.2944,0.0168,0.0754,0.598,0.4282,0,-0.58489037,8.397515,-9.6673
497,series2x2_parallel1,141.3858,0.5,2.9119,2.2898,3.8313,1.7189,1.9697,9.0948,0.2722,5.8505,20.5633,0.3256,0.0039,0.2491,0.1806,0.1668,0.013,0.092,0.7966,0.0576,1,-1.0,7.1434937,9.0948
1869,series3,106.4358,1.5,2.5252,0.2341,0.1668,1.9717,3.2487,-11.8409,0.0342,6.3157,18.7944,0.6121,0.011,0.4353,0.4179,0.0237,0.0899,0.1591,0.6267,0.1344,2,0.5849625,6.7338395,-11.8409
2711,series3_parallel2,70.8652,0.2,0.9377,1.0476,1.417,5.7617,4.3209,7.8689,0.2277,1.7627,10.9195,0.4699,0.0115,0.3122,0.4122,0.0207,0.0036,0.1154,0.8377,0.5343,3,-2.321928,6.1470056,7.8689
3356,series3_parallel2,626.9648,0.6667,3.8203,4.2756,0.7422,4.3646,4.0151,2.8401,0.2181,3.0668,20.6305,0.193,0.0055,0.0367,0.6745,0.1497,0.0102,0.0929,0.4937,0.2182,3,-0.58489037,9.29224,2.8401
313,parallel5,245.3908,3.0,2.306,0.8111,0.851,1.6347,2.0861,5.5527,0.2761,0.3925,12.1824,0.6981,0.0177,0.0366,0.4796,0.0342,0.0427,0.5341,0.7141,0.3586,0,1.5849625,7.938937,5.5527
3985,series3,142.4066,1.5,4.1825,3.3126,3.6013,3.0985,5.6482,-11.0034,0.3383,8.4354,19.0151,0.6356,0.0213,0.0421,0.2438,0.0254,0.0182,0.0609,0.5509,0.1024,2,0.5849625,7.153872,-11.0034
2684,series2x2_parallel1,868.2048,2.0,5.5566,0.884,2.704,1.0038,1.7495,3.4494,0.2444,3.1364,9.7395,0.068,0.0118,0.2534,0.5134,0.1916,0.0151,0.0845,0.2076,0.1793,1,1.0,9.761891,3.4494
3815,parallel5,156.8192,1.0,0.6669,2.6796,2.4626,1.9861,2.0822,-11.181,0.4329,1.0046,1.2135,0.274,0.0114,0.2183,0.8765,0.0226,0.0144,0.0781,0.6483,0.0485,0,0.0,7.2929583,-11.181
2441,parallel5,310.3149,0.2,1.0,5.3904,1.013,0.9603,4.3342,-4.049,0.3601,8.2477,12.9642,0.2143,0.0022,0.0471,0.2643,0.0701,0.0914,0.3111,0.7953,0.0578,0,-2.321928,8.277589,-4.049
3941,series2x2_parallel1,314.5012,1.5,1.7394,1.1676,2.4525,2.9369,5.8099,5.0842,0.1294,2.9426,3.6244,0.7057,0.0582,0.2404,0.77,0.0894,0.0043,0.2389,0.2843,0.4265,1,0.5849625,8.296922,5.0842
2618,parallel5,714.1709,0.3333,0.4043,3.9228,3.3589,0.724,3.079,-10.1473,0.0038,0.4222,0.4064,0.5168,0.0379,0.1134,0.4603,0.3464,0.006,0.1407,0.6948,0.1113,0,-1.5851068,9.480125,-10.1473
2378,series2x2_parallel1,394.1523,0.1667,1.2795,3.4944,3.205,4.0401,2.3973,-4.3474,0.0458,6.4004,1.5663,0.5767,0.0022,0.0302,0.628,0.0547,0.0063,0.1428,0.4933,0.3648,1,-2.584674,8.622609,-4.3474
3770,series3,94.8589,0.2,1.7293,2.0097,5.026,2.9778,5.3263,3.0067,0.1201,0.2881,5.0426,0.3348,0.0652,0.0531,0.6687,0.1527,0.0147,0.1552,0.7364,0.4472,2,-2.321928,6.5677114,3.0067
1739,parallel5,172.7931,0.125,1.062,1.0386,2.5983,0.3968,2.5314,11.219,0.059,7.3137,5.443,0.0266,0.0038,0.4059,0.6007,0.0634,0.0016,0.2714,0.2775,0.3423,0,-3.0,7.432902,11.219
3823,series2x2_parallel1,117.2377,0.5,1.3494,1.5028,5.9859,1.6682,4.2074,7.8037,0.0189,7.7346,1.4778,0.2743,0.0208,0.05,0.4364,0.1425,0.0132,0.049,0.6395,0.0333,1,-1.0,6.873293,7.8037
3006,series2x2_parallel1,65.4889,0.125,3.6848,1.9806,4.0382,2.1745,2.7176,6.3214,0.2119,5.7953,20.233,0.7817,0.0257,0.5134,0.4368,0.0991,0.0112,0.456,0.2665,0.0399,1,-3.0,6.0331783,6.3214
1778,series3_parallel2,670.7669,3.0,0.8705,3.7454,1.0173,1.0167,3.1679,-3.3983,0.0678,1.2861,7.6917,0.0716,0.0483,0.1411,0.6261,0.1039,0.0084,0.0948,0.676,0.1928,3,1.5849625,9.3896675,-3.3983
2392,series2x2_parallel1,98.6233,0.3333,0.8634,4.0005,2.2122,2.0685,0.6924,9.5648,0.0524,4.6748,2.2468,0.6165,0.0132,0.1727,0.197,0.0351,0.0074,0.1712,0.823,0.2072,1,-1.5851068,6.6238565,9.5648
638,series3_parallel2,347.2979,0.125,0.8877,4.4601,0.4237,1.2951,3.5031,-8.8146,0.3828,0.7392,14.8421,0.4031,0.0787,0.0337,0.7861,0.2447,0.002,0.1014,0.1262,0.1489,3,-3.0,8.44003,-8.8146
3863,series3,205.2726,0.125,1.8311,5.6465,0.1735,1.0622,1.6548,-11.2644,0.0389,3.0321,10.6801,0.5108,0.0081,0.0415,0.3447,0.0703,0.0012,0.287,0.4965,0.1852,2,-3.0,7.6813974,-11.2644
1704,series2x2_parallel1,456.8299,0.25,0.7338,2.3568,1.1491,4.9583,3.1606,6.3971,0.3129,5.9347,17.7113,0.5895,0.0115,0.0928,0.6711,0.3429,0.0019,0.0606,0.8346,0.5115,1,-2.0,8.835513,6.3971
3421,series3,478.4527,0.125,3.8309,5.731,0.625,3.0451,1.8712,-0.002,0.1633,5.0539,10.5505,0.7459,0.0065,0.2529,0.3194,0.1168,0.0012,0.414,0.7512,0.2023,2,-3.0,8.902232,-0.002
3153,series3_parallel2,314.8332,1.5,1.741,0.6048,1.172,3.0897,2.0442,-0.3084,0.0833,3.9392,21.1955,0.4096,0.0377,0.094,0.3312,0.0967,0.0566,0.0777,0.1472,0.1443,3,0.5849625,8.298444,-0.3084
3432,series3_parallel2,95.3298,0.6667,2.6914,0.592,3.1986,0.9366,1.1571,-9.6384,0.1075,1.665,11.746,0.6439,0.0075,0.2357,0.6035,0.1827,0.0036,0.0677,0.4875,0.0386,3,-0.58489037,6.5748553,-9.6384
1619,series3_parallel2,232.9843,0.6667,2.9216,3.4354,1.4902,2.9688,4.7722,11.4014,0.1307,8.0195,8.1653,0.577,0.0032,0.1086,0.8254,0.0896,0.0272,0.0579,0.1404,0.2106,3,-0.58489037,7.864089,11.4014
2285,series2x2_parallel1,651.0558,4.0,1.2866,0.2358,0.841,4.3161,2.74,9.9268,0.1764,0.6206,14.2468,0.3107,0.0327,0.1972,0.4363,0.0785,0.002,0.0826,0.708,0.6418,1,2.0,9.346638,9.9268
