id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,ratio_log2,freq_log2,algorithm_idx,algorithm_prefix_idx,algorithm_suffix_idx
3348,parallel5,209.1179,3.0,1.2958,1.9215,5.6559,2.963,0.624,0.0,0.0,0.0,0.0,0.0,1.5849625,7.708173,0,0,3
2025,series3_parallel2,193.704,1.5,2.5777,2.4498,1.5437,1.2928,0.8539,0.0,0.0,0.0,0.0,0.0,0.5849625,7.59771,3,2,2
613,parallel5,396.4497,4.0,1.2505,1.3809,2.1741,1.4401,0.8286,0.0,0.0,0.0,0.0,0.0,2.0,8.630994,0,0,3
31,series2x2_parallel1,85.4914,1.0,1.2366,0.3866,1.1244,1.6767,4.3165,0.0,0.0,0.0,0.0,0.0,0.0,6.4177074,1,1,1
39,series3_parallel2,149.8173,3.0,0.2244,2.6373,1.8646,4.8143,0.7195,0.0,0.0,0.0,0.0,0.0,1.5849625,7.2270603,3,2,2
2201,parallel5,481.7064,0.5,2.8449,2.5403,2.4482,5.777,3.3152,0.0,0.0,0.0,0.0,0.0,-1.0,8.91201,0,0,3
70,parallel5,456.1706,1.0,4.7093,3.271,2.433,1.6229,1.791,0.0,0.0,0.0,0.0,0.0,0.0,8.833429,0,0,3
1697,parallel5,387.0007,2.0,5.4718,0.5514,4.5602,1.134,4.8597,0.0,0.0,0.0,0.0,0.0,1.0,8.596192,0,0,3
1829,series3_parallel2,105.9677,0.5,5.4369,0.49,3.3443,1.1286,1.7195,0.0,0.0,0.0,0.0,0.0,-1.0,6.727481,3,2,2
3250,parallel5,321.5831,3.0,4.0358,0.162,0.4278,3.9171,0.8329,0.0,0.0,0.0,0.0,0.0,1.5849625,8.329048,0,0,3
3546,series3,818.9041,0.5,2.6998,1.6284,2.3816,2.0456,3.7276,0.0,0.0,0.0,0.0,0.0,-1.0,9.67755,2,2,0
18,series3_parallel2,99.4738,0.25,0.8422,4.8408,1.0239,5.125,2.2398,0.0,0.0,0.0,0.0,0.0,-2.0,6.636245,3,2,2
1381,series2x2_parallel1,197.547,3.0,3.721,2.4264,4.9212,5.2231,5.5982,0.0,0.0,0.0,0.0,0.0,1.5849625,7.626052,1,1,1
864,parallel5,108.3149,0.3333,3.3761,1.1657,1.4374,4.3143,4.1361,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.759088,0,0,3
332,series3,348.756,1.5,0.3069,3.5358,1.3936,1.0681,1.1603,0.0,0.0,0.0,0.0,0.0,0.5849625,8.4460745,2,2,0
2771,series3,727.0405,0.3333,1.5896,1.0597,2.3926,3.1387,1.4574,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.505892,2,2,0
1689,parallel5,858.1496,1.0,2.2973,4.6715,0.5629,1.0388,3.2236,0.0,0.0,0.0,0.0,0.0,0.0,9.745086,0,0,3
3552,parallel5,144.949,1.0,2.1246,0.455,0.2702,1.6425,0.9051,0.0,0.0,0.0,0.0,0.0,0.0,7.1794014,0,0,3
2329,parallel5,76.2941,3.0,2.6184,3.2938,3.4319,3.8703,5.3297,0.0,0.0,0.0,0.0,0.0,1.5849625,6.2534995,0,0,3
1336,series3_parallel2,126.4915,0.3333,4.1938,1.5923,2.6873,1.5394,1.073,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.982897,3,2,2
1657,parallel5,132.9952,2.0,2.7627,0.9102,1.0597,2.7127,1.2519,0.0,0.0,0.0,0.0,0.0,1.0,7.05523,0,0,3
3944,series3_parallel2,175.3961,0.6667,1.5671,2.837,0.8115,1.6465,0.2877,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.454473,3,2,2
1551,series2x2_parallel1,142.5067,0.3333,3.8918,1.4075,2.0295,2.491,3.7197,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.154886,1,1,1
3735,series2x2_parallel1,278.6483,0.1667,2.6707,2.4175,1.7504,2.5905,2.0917,0.0,0.0,0.0,0.0,0.0,-2.584674,8.122301,1,1,1
3713,series3_parallel2,851.9614,1.0,1.1471,2.7011,0.2871,4.1036,4.272,0.0,0.0,0.0,0.0,0.0,0.0,9.734644,3,2,2
1126,series3,128.1985,1.0,2.718,5.8358,1.8036,2.2692,4.73,0.0,0.0,0.0,0.0,0.0,0.0,7.0022354,2,2,0
2745,series3,168.7715,3.0,3.6273,3.6127,2.6718,2.2818,2.4011,0.0,0.0,0.0,0.0,0.0,1.5849625,7.3989277,2,2,0
1444,series3,238.7059,0.5,5.9046,1.3902,0.9643,1.744,0.8611,0.0,0.0,0.0,0.0,0.0,-1.0,7.8990903,2,2,0
360,series3,189.2995,0.1667,1.0722,4.9577,3.2765,0.5504,2.1055,0.0,0.0,0.0,0.0,0.0,-2.584674,7.564527,2,2,0
449,series2x2_parallel1,253.2657,0.6667,3.9199,4.0929,5.7005,3.8157,2.9762,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.984508,1,1,1
3499,parallel5,131.3831,0.3333,0.178,3.6451,1.5841,1.6641,1.6609,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.037636,0,0,3
3188,series3_parallel2,97.405,0.125,1.8375,3.9219,2.0875,0.7182,1.5239,0.0,0.0,0.0,0.0,0.0,-3.0,6.605924,3,2,2
1581,series2x2_parallel1,169.9168,2.0,2.9708,4.7687,1.7377,5.0802,3.4143,0.0,0.0,0.0,0.0,0.0,1.0,7.4086847,1,1,1
2586,series3,449.3888,3.0,3.0738,3.3184,4.1132,0.1749,2.3075,0.0,0.0,0.0,0.0,0.0,1.5849625,8.81182,2,2,0
1035,series3_parallel2,112.7633,0.125,1.0579,1.1211,1.3869,2.9291,2.0261,0.0,0.0,0.0,0.0,0.0,-3.0,6.817154,3,2,2
2099,series2x2_parallel1,169.5098,2.0,0.9636,1.0067,2.6279,2.9902,1.3105,0.0,0.0,0.0,0.0,0.0,1.0,7.405225,1,1,1
2488,series3_parallel2,159.1196,0.1667,0.8299,2.4071,4.0889,0.2702,3.1725,0.0,0.0,0.0,0.0,0.0,-2.584674,7.3139677,3,2,2
2458,parallel5,328.683,0.5,2.107,0.8583,1.0413,1.4158,0.659,0.0,0.0,0.0,0.0,0.0,-1.0,8.360553,0,0,3
796,series3_parallel2,416.0052,0.125,1.9268,1.5951,2.3772,1.5662,1.978,0.0,0.0,0.0,0.0,0.0,-3.0,8.700458,3,2,2
2059,parallel5,340.5753,0.5,0.5593,0.876,3.7402,5.4879,4.3213,0.0,0.0,0.0,0.0,0.0,-1.0,8.41183,0,0,3
1923,series2x2_parallel1,137.2903,0.6667,1.3769,3.8352,4.532,0.7588,1.9044,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.1010857,1,1,1
1390,series2x2_parallel1,794.9995,2.0,1.0381,0.5922,1.7531,1.493,2.6496,0.0,0.0,0.0,0.0,0.0,1.0,9.63481,1,1,1
2364,series2x2_parallel1,127.8934,0.25,2.005,1.6558,1.1946,2.7585,0.2186,0.0,0.0,0.0,0.0,0.0,-2.0,6.998798,1,1,1
1129,parallel5,684.8508,0.125,1.1972,1.7136,2.5597,0.4552,5.0535,0.0,0.0,0.0,0.0,0.0,-3.0,9.419646,0,0,3
4008,series3_parallel2,846.0281,4.0,3.11,1.9804,4.23,0.6647,3.4496,0.0,0.0,0.0,0.0,0.0,2.0,9.724562,3,2,2
3166,series3,71.3302,0.1667,3.1829,0.3472,1.5995,0.2731,2.611,0.0,0.0,0.0,0.0,0.0,-2.584674,6.156441,2,2,0
3071,series2x2_parallel1,861.5206,0.125,1.4273,1.6129,0.8883,3.429,1.6477,0.0,0.0,0.0,0.0,0.0,-3.0,9.750742,1,1,1
3079,series2x2_parallel1,712.4425,0.2,3.3445,1.3172,1.5637,2.8906,1.2002,0.0,0.0,0.0,0.0,0.0,-2.321928,9.47663,1,1,1
29,series3,473.6733,0.1667,3.1371,0.6914,0.618,2.5488,4.9991,0.0,0.0,0.0,0.0,0.0,-2.584674,8.887749,2,2,0
878,parallel5,323.3269,0.1667,4.4196,2.9349,1.3586,0.9387,0.3641,0.0,0.0,0.0,0.0,0.0,-2.584674,8.33685,0,0,3
955,series2x2_parallel1,76.3696,3.0,3.0908,3.738,0.6687,1.3204,0.9992,0.0,0.0,0.0,0.0,0.0,1.5849625,6.2549267,1,1,1
3611,series3_parallel2,735.5287,1.5,3.378,0.7013,4.1718,1.2923,0.8187,0.0,0.0,0.0,0.0,0.0,0.5849625,9.522637,3,2,2
1722,series3_parallel2,534.1256,0.1667,2.2217,1.0773,1.1734,0.6941,0.5938,0.0,0.0,0.0,0.0,0.0,-2.584674,9.061035,3,2,2
3461,series2x2_parallel1,586.3258,0.3333,0.48,1.261,3.7261,0.8559,0.6994,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.195559,1,1,1
36,series2x2_parallel1,610.5091,0.3333,4.0862,0.8602,4.8905,0.771,1.8789,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.253869,1,1,1
622,series2x2_parallel1,232.7769,4.0,4.2936,0.6559,0.8644,1.3875,2.8994,0.0,0.0,0.0,0.0,0.0,2.0,7.862804,1,1,1
3584,series2x2_parallel1,205.937,4.0,0.2908,2.6118,3.6737,0.157,1.4286,0.0,0.0,0.0,0.0,0.0,2.0,7.686059,1,1,1
464,series3,105.6493,2.0,1.1183,0.7736,1.8812,3.3107,1.819,0.0,0.0,0.0,0.0,0.0,1.0,6.7231393,2,2,0
1308,parallel5,111.8023,0.2,1.43,0.4176,2.7459,0.8541,1.0367,0.0,0.0,0.0,0.0,0.0,-2.321928,6.804806,0,0,3
401,series3,120.5234,2.0,0.7627,2.7983,3.902,0.6888,2.604,0.0,0.0,0.0,0.0,0.0,1.0,6.9131694,2,2,0
2283,series3_parallel2,234.9408,2.0,1.5919,1.601,0.5078,1.555,3.7494,0.0,0.0,0.0,0.0,0.0,1.0,7.8761535,3,2,2
3291,series3_parallel2,175.3041,0.125,1.9471,3.3453,2.8875,3.2845,0.3517,0.0,0.0,0.0,0.0,0.0,-3.0,7.453716,3,2,2
1099,series3_parallel2,117.2513,4.0,5.7787,1.0176,3.3777,2.1506,0.6915,0.0,0.0,0.0,0.0,0.0,2.0,6.8734603,3,2,2
1676,series3_parallel2,111.095,4.0,1.2881,2.5142,1.3231,1.4515,2.031,0.0,0.0,0.0,0.0,0.0,2.0,6.79565,3,2,2
1195,series3,72.5665,4.0,1.0263,3.7142,3.5212,0.6908,2.5184,0.0,0.0,0.0,0.0,0.0,2.0,6.181232,2,2,0
2631,series3,153.3849,0.2,2.7914,0.2607,1.6655,5.7743,2.0253,0.0,0.0,0.0,0.0,0.0,-2.321928,7.2610126,2,2,0
2581,series3,76.3272,2.0,0.2899,2.1274,1.2087,0.9558,1.5425,0.0,0.0,0.0,0.0,0.0,1.0,6.2541256,2,2,0
3605,series2x2_parallel1,338.0482,0.1667,1.2877,3.4566,2.4204,5.7903,2.1452,0.0,0.0,0.0,0.0,0.0,-2.584674,8.401085,1,1,1
3362,series3,256.2251,1.0,2.9026,1.3498,1.9338,0.2841,3.3228,0.0,0.0,0.0,0.0,0.0,0.0,8.001268,2,2,0
3823,series3,99.3702,1.0,3.8344,0.7639,2.91,4.1333,0.2586,0.0,0.0,0.0,0.0,0.0,0.0,6.6347413,2,2,0
3745,series3,187.7163,0.2,3.5207,1.285,5.0104,0.5702,3.5913,0.0,0.0,0.0,0.0,0.0,-2.321928,7.55241,2,2,0
3110,parallel5,500.5054,3.0,4.9672,2.0815,3.3275,3.8109,4.0819,0.0,0.0,0.0,0.0,0.0,1.5849625,8.967242,0,0,3
3024,parallel5,866.7336,0.5,4.897,1.1607,4.0355,3.7737,5.7518,0.0,0.0,0.0,0.0,0.0,-1.0,9.759445,0,0,3
2133,series2x2_parallel1,76.0684,3.0,2.6718,1.3569,1.6652,1.3573,3.0388,0.0,0.0,0.0,0.0,0.0,1.5849625,6.249225,1,1,1
2731,series2x2_parallel1,799.1513,2.0,0.7721,1.9122,1.6356,0.8048,2.6451,0.0,0.0,0.0,0.0,0.0,1.0,9.642324,1,1,1
2084,series3_parallel2,756.6922,0.3333,2.1144,3.9525,1.6895,5.8096,3.3486,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.563562,3,2,2
2983,parallel5,292.4664,3.0,1.1578,1.214,1.5476,0.5837,1.785,0.0,0.0,0.0,0.0,0.0,1.5849625,8.192127,0,0,3
3012,series3_parallel2,261.9155,2.0,4.5959,0.9295,2.3415,3.6883,1.3664,0.0,0.0,0.0,0.0,0.0,1.0,8.032958,3,2,2
1994,series3_parallel2,698.8933,0.3333,1.3982,3.3823,4.5268,2.2834,3.2283,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.448929,3,2,2
2399,parallel5,704.7394,0.5,1.2468,4.7042,3.3943,1.345,0.364,0.0,0.0,0.0,0.0,0.0,-1.0,9.460946,0,0,3
2987,series2x2_parallel1,239.7324,0.1667,0.9322,2.5356,3.6672,0.552,3.5545,0.0,0.0,0.0,0.0,0.0,-2.584674,7.905281,1,1,1
915,series2x2_parallel1,353.6227,0.6667,4.8163,1.5757,3.4427,2.3324,2.4851,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.466067,1,1,1
1433,parallel5,349.5868,0.2,1.0125,1.1187,3.4305,3.8127,3.8211,0.0,0.0,0.0,0.0,0.0,-2.321928,8.449507,0,0,3
1455,series3,146.6106,0.125,0.309,3.396,3.0782,3.2632,4.4046,0.0,0.0,0.0,0.0,0.0,-3.0,7.1958456,2,2,0
1598,parallel5,106.8972,2.0,2.0473,2.3214,0.6775,2.273,1.8289,0.0,0.0,0.0,0.0,0.0,1.0,6.7400804,0,0,3
3784,series3_parallel2,441.4669,2.0,1.4094,0.5974,1.3201,1.2596,1.3917,0.0,0.0,0.0,0.0,0.0,1.0,8.786161,3,2,2
800,series3,533.5681,4.0,1.9983,1.7226,1.443,2.6917,3.5963,0.0,0.0,0.0,0.0,0.0,2.0,9.059528,2,2,0
1807,parallel5,565.1885,0.1667,1.1606,5.0764,5.4491,0.3357,1.1297,0.0,0.0,0.0,0.0,0.0,-2.584674,9.142589,0,0,3
2807,series2x2_parallel1,853.6216,0.125,0.1595,3.6427,3.8874,1.6818,2.6564,0.0,0.0,0.0,0.0,0.0,-3.0,9.7374525,1,1,1
3662,series2x2_parallel1,863.2917,0.3333,0.2295,0.76,0.9187,1.5295,1.4436,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.753704,1,1,1
3263,series2x2_parallel1,625.2148,0.5,4.0671,5.7142,5.5884,0.8338,0.5028,0.0,0.0,0.0,0.0,0.0,-1.0,9.288208,1,1,1
1668,parallel5,139.3933,0.3333,0.6206,1.6272,3.4974,2.397,4.8705,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.1230173,0,0,3
2010,series2x2_parallel1,90.721,4.0,0.954,1.4571,0.2051,0.7389,1.2965,0.0,0.0,0.0,0.0,0.0,2.0,6.5033646,1,1,1
2710,parallel5,743.5227,0.3333,1.3719,0.8106,2.9038,1.5265,2.3964,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.538233,0,0,3
3078,series3_parallel2,214.3654,1.5,1.2116,0.526,2.1492,2.6281,2.8286,0.0,0.0,0.0,0.0,0.0,0.5849625,7.7439284,3,2,2
370,parallel5,162.583,0.125,2.6143,3.6881,1.4083,0.8,5.3612,0.0,0.0,0.0,0.0,0.0,-3.0,7.3450327,0,0,3
3635,series3,227.5127,0.25,1.6675,0.7836,5.6761,4.7319,3.8618,0.0,0.0,0.0,0.0,0.0,-2.0,7.8298035,2,2,0
3814,parallel5,155.7028,2.0,2.7697,0.6132,1.5537,0.4757,3.0291,0.0,0.0,0.0,0.0,0.0,1.0,7.282651,0,0,3
1226,series3_parallel2,165.6719,0.3333,2.0687,0.3245,2.0651,5.1666,4.3637,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.372185,3,2,2
970,series2x2_parallel1,829.1382,1.5,3.2899,2.0037,1.4264,2.383,1.2085,0.0,0.0,0.0,0.0,0.0,0.5849625,9.695469,1,1,1
223,series3,356.4916,1.0,0.348,0.9572,3.0234,1.0954,2.4569,0.0,0.0,0.0,0.0,0.0,0.0,8.477724,2,2,0
1944,parallel5,536.6096,3.0,1.1267,0.5253,1.2423,1.0817,1.3072,0.0,0.0,0.0,0.0,0.0,1.5849625,9.067729,0,0,3
3945,series2x2_parallel1,729.0603,0.1667,0.4532,2.1256,0.6865,0.6595,3.5404,0.0,0.0,0.0,0.0,0.0,-2.584674,9.509894,1,1,1
3507,series3,550.7826,0.125,3.874,1.1333,0.8295,3.4824,1.7696,0.0,0.0,0.0,0.0,0.0,-3.0,9.105339,2,2,0
2553,series3_parallel2,653.5093,1.0,2.6733,0.2184,0.2591,3.5118,1.7191,0.0,0.0,0.0,0.0,0.0,0.0,9.352064,3,2,2
1529,series2x2_parallel1,360.6951,0.6667,1.9141,1.6333,1.6546,1.077,5.7358,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.494636,1,1,1
297,series3,384.4775,0.5,2.4308,3.4381,3.3453,2.3876,1.8191,0.0,0.0,0.0,0.0,0.0,-1.0,8.586756,2,2,0
3678,series2x2_parallel1,73.4443,0.5,2.6032,1.7274,3.279,4.1983,0.2842,0.0,0.0,0.0,0.0,0.0,-1.0,6.1985784,1,1,1
1168,parallel5,319.6106,0.6667,0.9382,0.852,1.6993,1.1548,0.5055,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.320171,0,0,3
763,series3,146.5645,0.125,2.5043,1.9318,1.7407,0.5762,0.4025,0.0,0.0,0.0,0.0,0.0,-3.0,7.1953917,2,2,0
3404,series3,351.1151,0.3333,2.4367,0.6666,0.9484,0.8501,1.5383,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.4558,2,2,0
628,series2x2_parallel1,454.0844,0.5,0.3013,4.2069,2.3594,0.281,1.0234,0.0,0.0,0.0,0.0,0.0,-1.0,8.826817,1,1,1
3347,parallel5,139.6088,0.1667,3.4406,3.4281,1.7556,1.0941,1.6289,0.0,0.0,0.0,0.0,0.0,-2.584674,7.125246,0,0,3
3474,series2x2_parallel1,121.4748,4.0,3.9713,1.5865,3.8431,1.2879,1.2249,0.0,0.0,0.0,0.0,0.0,2.0,6.9245133,1,1,1
1196,parallel5,418.3799,4.0,0.265,1.3003,2.9909,0.8134,4.342,0.0,0.0,0.0,0.0,0.0,2.0,8.70867,0,0,3
458,parallel5,132.6464,1.5,0.7134,3.4711,2.9112,0.2994,2.2456,0.0,0.0,0.0,0.0,0.0,0.5849625,7.0514417,0,0,3
3243,parallel5,174.7868,1.0,2.6671,3.4637,0.3622,4.6884,2.9507,0.0,0.0,0.0,0.0,0.0,0.0,7.4494524,0,0,3
3385,parallel5,306.0325,0.1667,0.5458,1.2907,1.9337,0.4646,1.6981,0.0,0.0,0.0,0.0,0.0,-2.584674,8.257541,0,0,3
1256,series2x2_parallel1,174.2222,1.5,0.3323,1.4545,0.5671,2.6551,1.0985,0.0,0.0,0.0,0.0,0.0,0.5849625,7.4447846,1,1,1
3793,series3_parallel2,113.6666,0.25,0.4297,0.694,2.2663,0.3035,4.0681,0.0,0.0,0.0,0.0,0.0,-2.0,6.828665,3,2,2
2573,series2x2_parallel1,389.6849,0.6667,0.7103,3.9328,0.6851,0.2758,2.0203,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.606164,1,1,1
2622,series2x2_parallel1,345.5571,3.0,1.0864,3.9408,3.6235,3.1914,3.0614,0.0,0.0,0.0,0.0,0.0,1.5849625,8.43278,1,1,1
3031,series3,141.5814,0.2,1.0445,3.1007,0.6573,0.9924,3.6817,0.0,0.0,0.0,0.0,0.0,-2.321928,7.145488,2,2,0
648,parallel5,305.4149,2.0,2.0586,0.6053,2.888,0.3621,4.423,0.0,0.0,0.0,0.0,0.0,1.0,8.254626,0,0,3
1400,parallel5,99.3962,0.6667,0.4577,1.1301,0.6372,3.441,4.4641,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.635119,0,0,3
996,series3_parallel2,304.1249,3.0,4.9843,0.3825,4.8017,2.8783,3.9159,0.0,0.0,0.0,0.0,0.0,1.5849625,8.24852,3,2,2
3706,series2x2_parallel1,612.6062,0.25,4.3929,1.9867,0.8216,5.0542,1.5119,0.0,0.0,0.0,0.0,0.0,-2.0,9.258816,1,1,1
3396,series3,694.019,4.0,3.2727,1.2105,2.071,5.7463,3.7499,0.0,0.0,0.0,0.0,0.0,2.0,9.438831,2,2,0
1344,series3_parallel2,70.8853,1.5,4.6102,0.5906,0.9902,0.804,3.3981,0.0,0.0,0.0,0.0,0.0,0.5849625,6.1474147,3,2,2
1980,series3,344.2145,0.125,0.9039,3.1784,5.5815,1.7286,1.1501,0.0,0.0,0.0,0.0,0.0,-3.0,8.427164,2,2,0
1136,series3_parallel2,262.5377,0.125,4.7363,1.4099,0.6891,1.9404,0.6542,0.0,0.0,0.0,0.0,0.0,-3.0,8.036381,3,2,2
155,parallel5,716.6355,3.0,1.8879,0.485,2.7502,1.6164,4.0452,0.0,0.0,0.0,0.0,0.0,1.5849625,9.485096,0,0,3
680,parallel5,189.4714,0.25,0.3618,3.674,5.0,2.9116,2.7316,0.0,0.0,0.0,0.0,0.0,-2.0,7.5658364,0,0,3
95,series3_parallel2,562.0755,1.0,4.2575,0.8605,2.0897,0.5754,0.7361,0.0,0.0,0.0,0.0,0.0,0.0,9.13462,3,2,2
3633,series3,75.5213,4.0,1.1956,2.4272,0.2232,3.3718,2.6765,0.0,0.0,0.0,0.0,0.0,2.0,6.2388115,2,2,0
1423,parallel5,739.1395,0.125,1.3395,3.3641,0.5432,1.0991,1.7861,0.0,0.0,0.0,0.0,0.0,-3.0,9.529703,0,0,3
2655,series3_parallel2,85.3718,4.0,1.0264,4.8803,0.5114,1.7324,0.3577,0.0,0.0,0.0,0.0,0.0,2.0,6.4156876,3,2,2
3523,series3,84.2243,0.5,0.6146,4.5154,3.5999,1.1445,1.7693,0.0,0.0,0.0,0.0,0.0,-1.0,6.3961644,2,2,0
3319,series3_parallel2,143.2769,0.2,2.7627,4.0562,1.128,0.7617,2.3941,0.0,0.0,0.0,0.0,0.0,-2.321928,7.162662,3,2,2
1975,series3,110.2321,1.5,0.8783,4.1558,2.4975,0.4534,1.8158,0.0,0.0,0.0,0.0,0.0,0.5849625,6.7844005,2,2,0
2760,parallel5,131.5816,0.25,0.7863,3.4955,2.5751,2.1124,0.5231,0.0,0.0,0.0,0.0,0.0,-2.0,7.039814,0,0,3
2883,series3_parallel2,665.5684,0.3333,1.0137,3.0712,0.5312,3.0791,5.8907,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.378443,3,2,2
3038,series3_parallel2,80.2635,3.0,1.4915,0.9373,2.513,1.2145,3.7538,0.0,0.0,0.0,0.0,0.0,1.5849625,6.326672,3,2,2
262,series2x2_parallel1,510.0175,0.125,3.4986,2.5282,1.3186,2.2107,0.5431,0.0,0.0,0.0,0.0,0.0,-3.0,8.994403,1,1,1
644,series3,129.9927,0.2,1.4328,2.4629,1.5488,0.5569,2.5853,0.0,0.0,0.0,0.0,0.0,-2.321928,7.022287,2,2,0
2314,series3_parallel2,90.4733,0.25,0.591,3.8126,4.0039,3.6399,1.1377,0.0,0.0,0.0,0.0,0.0,-2.0,6.49942,3,2,2
281,series3_parallel2,817.7011,1.0,4.6365,1.9341,1.7374,2.7059,1.7421,0.0,0.0,0.0,0.0,0.0,0.0,9.675429,3,2,2
1272,parallel5,273.5004,0.6667,2.423,1.8478,3.4374,0.8709,2.3902,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.095399,0,0,3
3987,series2x2_parallel1,510.3285,4.0,2.7838,1.7424,1.3168,2.7796,5.9434,0.0,0.0,0.0,0.0,0.0,2.0,8.995282,1,1,1
856,series3,792.4223,3.0,1.4463,3.526,1.2732,5.0164,2.7664,0.0,0.0,0.0,0.0,0.0,1.5849625,9.630126,2,2,0
3313,series3,544.3847,2.0,0.562,0.251,5.1401,1.1878,4.0107,0.0,0.0,0.0,0.0,0.0,1.0,9.088483,2,2,0
1093,series3,177.546,3.0,1.2895,1.5655,0.8211,1.3034,1.8903,0.0,0.0,0.0,0.0,0.0,1.5849625,7.472049,2,2,0
1237,series2x2_parallel1,758.1585,3.0,3.1143,2.4192,0.2336,5.6687,5.1271,0.0,0.0,0.0,0.0,0.0,1.5849625,9.566356,1,1,1
2969,series2x2_parallel1,334.1456,2.0,2.8466,3.7116,3.3651,2.7976,0.65,0.0,0.0,0.0,0.0,0.0,1.0,8.384333,1,1,1
2835,parallel5,252.994,1.5,4.0693,0.8982,1.8577,0.4633,1.1499,0.0,0.0,0.0,0.0,0.0,0.5849625,7.9829593,0,0,3
128,series3,841.92,0.1667,0.9087,1.8381,3.3515,0.9363,5.4109,0.0,0.0,0.0,0.0,0.0,-2.584674,9.71754,2,2,0
1568,series3_parallel2,231.3286,1.5,1.8049,2.2411,2.6198,0.3913,2.7038,0.0,0.0,0.0,0.0,0.0,0.5849625,7.8538,3,2,2
3999,parallel5,65.0686,0.25,2.8803,3.4142,3.2347,3.2654,1.6632,0.0,0.0,0.0,0.0,0.0,-2.0,6.0238895,0,0,3
842,series3_parallel2,65.1659,0.2,3.0334,3.9776,1.7974,1.7664,0.4834,0.0,0.0,0.0,0.0,0.0,-2.321928,6.0260453,3,2,2
1214,series3_parallel2,459.5461,0.1667,2.9175,3.5649,3.5866,5.758,2.2912,0.0,0.0,0.0,0.0,0.0,-2.584674,8.844066,3,2,2
2575,series3_parallel2,547.6501,4.0,0.5933,0.8525,3.2168,0.1937,3.2278,0.0,0.0,0.0,0.0,0.0,2.0,9.097111,3,2,2
2022,series2x2_parallel1,713.7639,3.0,0.2418,3.9227,3.3657,0.6116,1.9299,0.0,0.0,0.0,0.0,0.0,1.5849625,9.479303,1,1,1
3290,parallel5,276.8944,2.0,2.0314,2.3094,2.5217,2.4051,0.3409,0.0,0.0,0.0,0.0,0.0,1.0,8.113193,0,0,3
2176,parallel5,112.9108,0.5,0.8781,3.5632,3.377,4.9669,0.3411,0.0,0.0,0.0,0.0,0.0,-1.0,6.81904,0,0,3
309,series3,103.0582,1.0,3.1026,1.5444,2.85,1.1736,5.7426,0.0,0.0,0.0,0.0,0.0,0.0,6.6873155,2,2,0
2408,series3,364.4554,0.1667,1.8791,5.689,3.6413,2.8753,2.5589,0.0,0.0,0.0,0.0,0.0,-2.584674,8.509599,2,2,0
3558,series3_parallel2,799.6294,0.3333,2.0991,1.1239,1.1014,1.013,0.283,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.6431875,3,2,2
3631,series3,648.3488,0.2,0.7402,1.2379,5.2903,2.6368,5.0124,0.0,0.0,0.0,0.0,0.0,-2.321928,9.340627,2,2,0
843,series2x2_parallel1,80.318,0.125,1.1596,3.776,1.7098,0.2424,1.9923,0.0,0.0,0.0,0.0,0.0,-3.0,6.3276515,1,1,1
3405,series3_parallel2,583.6274,0.5,0.4777,1.8563,1.5531,2.1366,0.2608,0.0,0.0,0.0,0.0,0.0,-1.0,9.188904,3,2,2
1619,parallel5,222.3345,0.2,0.566,1.6288,2.7916,3.8474,2.3762,0.0,0.0,0.0,0.0,0.0,-2.321928,7.796588,0,0,3
546,series3_parallel2,71.0627,4.0,4.8931,0.4765,0.3859,1.4614,0.6822,0.0,0.0,0.0,0.0,0.0,2.0,6.1510205,3,2,2
3217,series3_parallel2,81.2193,0.125,1.6175,3.6747,1.7891,2.7331,1.9548,0.0,0.0,0.0,0.0,0.0,-3.0,6.3437505,3,2,2
2471,parallel5,201.2128,0.25,4.6805,5.2837,3.8778,3.7593,0.9723,0.0,0.0,0.0,0.0,0.0,-2.0,7.6525784,0,0,3
