id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx
3885,series3_parallel2,396.571,0.125,0.8357,3.0158,0.4345,3.7505,1.6759,10.5639,0.0206,0.8849,11.5921,0.1078,0.0066,0.0365,0.5084,0.2048,0.0019,0.1383,0.1884,0.6019,3
2199,series3,532.0002,1.0,1.5609,0.6246,1.0242,0.9326,4.0061,-6.9971,0.3795,0.4547,9.2484,0.0743,0.0184,0.3217,0.8744,0.0635,0.0081,0.5394,0.1786,0.0959,2
1202,series2x2_parallel1,518.6695,0.25,1.4185,3.9961,0.7626,5.0442,0.3005,9.2949,0.0197,2.7818,0.099,0.0384,0.0428,0.0766,0.8609,0.1628,0.0753,0.4856,0.3785,0.0311,1
3733,series3,140.9777,0.25,1.5525,2.8937,0.3187,4.2325,1.3456,-6.2462,0.3105,2.2602,2.3307,0.2881,0.0263,0.2225,0.8235,0.6081,0.0117,0.2277,0.2358,0.1351,2
1428,series3_parallel2,117.4033,0.5,2.7203,4.0843,3.3025,5.3945,2.646,-6.8389,0.3394,1.8195,11.1065,0.4626,0.0296,0.1632,0.3415,0.1919,0.0023,0.1284,0.3456,0.3237,3
2459,series2x2_parallel1,99.1186,0.6667,1.2642,3.5475,3.751,0.7159,1.5767,-2.1495,0.1914,2.6152,16.4738,0.3452,0.0257,0.0468,0.2793,0.0471,0.0012,0.0671,0.6969,0.2634,1
2608,series2x2_parallel1,107.7399,0.125,0.8142,1.3489,2.6517,3.51,0.2958,-9.9022,0.3544,1.7856,21.427,0.0136,0.0021,0.3668,0.57,0.0208,0.0068,0.096,0.3697,0.587,1
4000,parallel5,113.667,4.0,2.4968,0.611,2.7775,3.9444,0.1931,2.2362,0.4383,4.5327,6.9908,0.5972,0.0506,0.5158,0.3813,0.0282,0.0013,0.1312,0.5572,0.7047,0
3541,parallel5,460.3643,0.125,0.196,0.5044,0.6136,1.9998,1.8072,-10.1823,0.1033,2.2958,9.1624,0.2974,0.0141,0.1651,0.7338,0.0805,0.0288,0.0573,0.7166,0.0645,0
3097,series2x2_parallel1,129.5325,1.5,1.4946,1.1249,2.0319,5.9153,0.7776,8.0339,0.1188,1.7194,11.5116,0.0508,0.0112,0.5335,0.8187,0.0694,0.032,0.0562,0.757,0.1744,1
3361,parallel5,183.5896,0.6667,2.6929,0.3711,5.5863,0.546,0.4382,5.2865,0.002,3.354,21.6289,0.0944,0.006,0.0947,0.4902,0.0498,0.0145,0.0427,0.2351,0.0463,0
751,parallel5,101.8739,0.25,0.3373,1.5936,0.6119,4.9231,4.5364,-7.2161,0.1659,8.9213,0.5932,0.7604,0.0259,0.3677,0.7897,0.1422,0.0405,0.3921,0.8756,0.0804,0
607,series3,140.1247,0.1667,0.6238,2.7562,0.4807,1.3893,4.8889,0.7297,0.4482,8.9593,10.4191,0.0016,0.0383,0.0985,0.6459,0.1917,0.0837,0.3061,0.176,0.3215,2
1418,series3,80.0322,2.0,3.4435,3.3619,2.925,4.0681,4.763,-9.2835,0.0795,0.8485,7.7454,0.149,0.0027,0.0934,0.7586,0.1263,0.0073,0.0622,0.614,0.6457,2
70,series3,662.0906,0.6667,2.8791,0.4675,0.7704,2.8215,3.6405,4.4544,0.3238,4.5815,14.2892,0.1602,0.0114,0.0304,0.5857,0.1121,0.0029,0.0542,0.9461,0.3538,2
1487,series2x2_parallel1,836.8281,1.0,1.4025,4.78,1.4707,0.7255,2.8527,8.7452,0.1266,5.5701,21.5141,0.4553,0.0433,0.4363,0.6318,0.0377,0.0363,0.6289,0.4298,0.6546,1
2913,series3_parallel2,84.3171,0.1667,3.9816,0.8067,1.0019,0.6037,4.7542,-11.3416,0.2816,7.0318,5.5677,0.7683,0.0048,0.3249,0.301,0.0353,0.001,0.1521,0.7122,0.0342,3
284,series3_parallel2,70.5957,0.1667,3.3238,1.353,4.9019,5.3152,4.5926,9.3941,0.0227,0.2942,4.6093,0.0336,0.0087,0.2238,0.4146,0.2828,0.0097,0.0408,0.62,0.451,3
774,series2x2_parallel1,149.2061,1.0,1.1411,3.8772,3.4551,0.4267,0.6509,11.5388,0.2993,0.6877,6.4445,0.1209,0.0056,0.5451,0.4139,0.0854,0.0038,0.3019,0.5148,0.1352,1
3061,series2x2_parallel1,78.3621,0.1667,0.9271,2.0857,2.8501,3.2258,1.6474,9.9457,0.1859,2.0512,3.38,0.7825,0.0552,0.5152,0.6634,0.1109,0.0247,0.1109,0.9447,0.1236,1
260,series3,168.3442,0.6667,1.0705,0.4754,1.3623,0.7673,0.3434,-10.3386,0.4452,2.4472,10.7044,0.3243,0.005,0.4326,0.2021,0.1464,0.0011,0.184,0.8864,0.0817,2
1974,series3,92.65,0.1667,1.0373,3.7919,0.7038,5.005,4.8942,6.4816,0.3487,5.758,3.1622,0.1011,0.0049,0.0635,0.243,0.1957,0.0021,0.133,0.6327,0.0972,2
226,series3,732.8942,0.2,1.1818,2.4797,2.959,1.4201,4.0812,-11.3636,0.2115,0.9917,17.1458,0.7655,0.0414,0.3691,0.6357,0.2104,0.0656,0.0972,0.4718,0.1159,2
3505,series3,292.0717,1.0,0.3285,3.6049,4.4781,1.7966,3.5241,-11.9128,0.2946,0.5867,2.7694,0.1105,0.0699,0.2606,0.6617,0.4985,0.0694,0.2531,0.1915,0.0733,2
2320,series2x2_parallel1,595.2563,0.25,2.612,0.8171,1.6794,3.1148,0.216,-4.0745,0.4252,8.6672,16.8246,0.0935,0.0326,0.1266,0.7769,0.3844,0.0359,0.1525,0.4661,0.043,1
821,series2x2_parallel1,682.9667,3.0,3.7611,2.6699,1.5852,2.7855,1.0239,1.7634,0.1927,3.9234,8.2954,0.682,0.0457,0.2775,0.2573,0.0502,0.1002,0.2166,0.2406,0.0904,1
1992,parallel5,168.725,0.6667,0.5804,1.0353,3.7148,2.7151,1.0492,-8.8804,0.3843,8.9258,12.7448,0.533,0.0029,0.0342,0.7492,0.0915,0.051,0.049,0.8459,0.2518,0
2227,series3,390.6239,4.0,3.9972,5.9981,1.3938,3.2464,5.5966,10.6095,0.2469,6.8345,2.8099,0.4385,0.0339,0.1335,0.3777,0.3568,0.0026,0.0437,0.8046,0.758,2
270,series3_parallel2,126.9147,0.25,2.652,1.258,5.7328,0.9229,3.8836,-9.0106,0.4352,6.8545,14.3215,0.0623,0.0143,0.1166,0.5207,0.0211,0.0477,0.0857,0.3529,0.1232,3
855,series3,426.4588,0.1667,0.229,4.103,0.5835,4.1796,4.1956,-5.9842,0.3418,4.1402,0.6353,0.3131,0.004,0.3806,0.2146,0.0691,0.0017,0.0672,0.5481,0.1408,2
313,parallel5,245.3908,3.0,2.306,0.8111,0.851,1.6347,2.0861,5.5527,0.2761,0.3925,12.1824,0.6981,0.0177,0.0366,0.4796,0.0342,0.0427,0.5341,0.7141,0.3586,0
271,parallel5,750.4862,1.5,5.4473,0.8161,2.0776,0.6195,1.0376,-6.9184,0.0805,6.2481,7.9053,0.1514,0.0144,0.4409,0.2605,0.206,0.0018,0.1384,0.3245,0.0685,0
905,series3,122.512,0.25,1.9053,0.3451,1.0278,1.7984,0.4588,-1.7847,0.0912,2.0469,7.7257,0.5759,0.0044,0.1363,0.373,0.0998,0.0031,0.2485,0.2545,0.0593,2
3648,series3_parallel2,98.3271,1.5,2.4959,0.5513,3.4571,2.2758,1.5646,-3.7541,0.1424,8.9638,7.2681,0.0281,0.0032,0.0862,0.2898,0.0705,0.0241,0.334,0.7041,0.0523,3
4023,series3_parallel2,107.9375,1.0,3.512,0.9483,5.7845,5.9518,1.1878,-1.3076,0.209,5.2216,5.2679,0.0997,0.0027,0.5124,0.2647,0.1123,0.0163,0.6031,0.662,0.2991,3
2639,series3_parallel2,692.6305,2.0,4.963,3.8266,0.2691,0.5691,2.9701,2.0604,0.0896,3.8764,10.9398,0.3453,0.0021,0.2632,0.464,0.0238,0.0739,0.2285,0.624,0.1595,3
2394,series3,289.7569,1.0,3.2791,2.9941,3.2768,1.3725,1.8635,10.3283,0.3554,6.0313,5.51,0.242,0.0053,0.4687,0.6619,0.1616,0.0026,0.293,0.5496,0.1439,2
2709,parallel5,121.2006,0.1667,1.3296,2.9094,5.9107,5.773,3.1588,0.9037,0.0722,7.4,20.7064,0.1957,0.0023,0.1879,0.6729,0.0232,0.002,0.333,0.3077,0.1957,0
2189,series2x2_parallel1,505.6004,4.0,0.1773,5.7659,1.2437,0.7736,1.6945,-5.142,0.2982,1.3876,12.8836,0.1485,0.0172,0.087,0.4285,0.2768,0.0015,0.2997,0.6854,0.0769,1
1877,parallel5,110.1618,0.5,0.91,1.1407,0.6697,1.7807,0.2434,-2.1548,0.0054,1.4033,2.8148,0.0051,0.0239,0.0904,0.5766,0.0357,0.0502,0.0778,0.7132,0.549,0
3279,parallel5,443.6742,0.25,2.5561,1.7138,4.1885,3.4531,2.5852,11.456,0.4119,8.935,13.7259,0.1081,0.0179,0.2585,0.3437,0.026,0.0164,0.5389,0.2382,0.6554,0
3035,series3_parallel2,174.2121,0.25,3.858,3.6429,0.5221,2.8548,4.7274,5.9028,0.4367,7.3641,20.048,0.0245,0.0025,0.063,0.1872,0.5647,0.1014,0.3181,0.9267,0.3607,3
1256,series2x2_parallel1,247.4579,2.0,0.5831,0.9997,0.8394,0.4052,5.5944,-9.2828,0.3536,7.2459,16.0406,0.6076,0.0123,0.0461,0.3145,0.0634,0.084,0.2863,0.6796,0.2551,1
2317,parallel5,101.4884,0.5,5.2359,1.0021,1.8818,1.9698,0.8425,7.2918,0.0624,6.7481,10.5118,0.6778,0.0043,0.0323,0.7555,0.0343,0.0146,0.0581,0.8927,0.3189,0
3281,series2x2_parallel1,158.3099,3.0,1.1797,3.552,1.7844,0.9887,2.2512,-5.0616,0.0794,4.2667,9.4781,0.7355,0.0028,0.4942,0.2876,0.0222,0.0021,0.1099,0.7614,0.2699,1
3237,series2x2_parallel1,72.3877,3.0,3.7682,0.5689,1.0998,5.3255,3.2297,3.8229,0.317,2.0752,13.858,0.6961,0.0422,0.535,0.6749,0.0409,0.0204,0.1339,0.5377,0.2975,1
2083,series3_parallel2,67.2395,3.0,2.6926,3.6531,3.6315,2.4045,1.5779,-7.5852,0.0939,0.221,6.0876,0.7182,0.0099,0.0457,0.3105,0.1008,0.0532,0.2399,0.5064,0.364,3
1622,parallel5,162.9764,4.0,1.6345,0.5775,3.7304,1.8778,1.3842,-5.6992,0.3506,3.9003,9.9541,0.1342,0.0236,0.3996,0.5545,0.1952,0.0126,0.197,0.2037,0.6458,0
1953,series3,193.0111,0.125,2.8998,0.5156,0.7212,5.695,4.1279,10.8279,0.3673,2.1108,17.2542,0.3665,0.0168,0.0916,0.2994,0.0699,0.0186,0.4077,0.4782,0.6694,2
3368,parallel5,840.9524,0.2,1.2159,1.5554,4.0072,0.7105,4.5896,-10.3623,0.1339,6.01,7.1873,0.4735,0.0045,0.2182,0.6203,0.4561,0.0039,0.2123,0.177,0.5816,0
1453,series3_parallel2,417.9987,0.6667,2.7722,0.2459,4.011,3.8074,4.1536,-3.9243,0.0021,2.9148,12.3784,0.6259,0.0439,0.416,0.403,0.4926,0.0044,0.1912,0.3393,0.0862,3
3645,series3_parallel2,582.8681,0.125,2.8876,4.0077,0.9096,1.3447,0.9108,2.4384,0.2468,5.5534,8.6721,0.2504,0.008,0.1434,0.8132,0.0578,0.0012,0.0531,0.347,0.1444,3
1764,parallel5,103.1688,1.0,2.6702,0.4652,1.0745,2.8273,5.0835,3.2203,0.0277,7.0671,18.9219,0.1363,0.0023,0.2502,0.4247,0.1448,0.0159,0.0651,0.228,0.6271,0
4015,series3,457.0599,0.1667,4.9444,3.7724,1.4181,0.5033,2.5255,1.4893,0.004,6.3741,16.6488,0.1807,0.0715,0.3106,0.3387,0.4339,0.0013,0.1157,0.1465,0.2155,2
3524,parallel5,342.9602,4.0,0.6356,4.7171,5.2398,3.2898,4.4742,-3.3211,0.2409,6.2293,10.723,0.6953,0.0033,0.3004,0.4605,0.145,0.0013,0.199,0.6279,0.0389,0
3532,series3,73.4706,0.2,2.0273,4.0968,4.0222,2.2034,1.4548,5.6615,0.311,6.0885,3.1009,0.2217,0.015,0.3525,0.4329,0.0647,0.0202,0.0616,0.2204,0.6496,2
3189,series3_parallel2,158.6509,0.25,3.1219,2.1486,3.8929,0.9503,2.7698,9.3809,0.1374,7.2358,4.5194,0.3595,0.0385,0.1479,0.5823,0.5218,0.0013,0.1381,0.7848,0.049,3
1541,parallel5,804.9273,0.125,3.4893,1.3487,4.9065,1.7898,1.104,-11.6422,0.3198,7.7246,21.0274,0.222,0.0102,0.1665,0.664,0.1974,0.0066,0.6007,0.6999,0.439,0
1657,parallel5,351.1887,0.1667,1.7695,2.9491,3.4796,4.5698,0.734,-11.0788,0.2694,1.3104,20.2412,0.6021,0.0304,0.1444,0.2552,0.0746,0.0154,0.0608,0.5606,0.0681,0
1841,series2x2_parallel1,164.8578,4.0,2.8436,0.8365,5.0254,3.9854,3.1199,3.7811,0.4434,5.6506,8.8611,0.5364,0.043,0.0324,0.4231,0.1833,0.0249,0.0829,0.7529,0.0708,1
2466,series3_parallel2,148.4265,3.0,2.5203,4.0398,2.0323,0.879,0.7796,1.0243,0.0002,7.6338,9.3278,0.037,0.0209,0.4604,0.8518,0.3075,0.0299,0.0798,0.3708,0.1351,3
156,series3,449.8051,0.3333,2.3959,1.7862,3.9869,3.5777,3.8994,-0.9023,0.1673,3.8203,9.0488,0.4547,0.0027,0.0701,0.5644,0.0657,0.0035,0.0499,0.4526,0.1443,2
2413,series3_parallel2,855.2898,3.0,1.0155,1.4926,2.5592,3.8678,0.1942,2.8695,0.1351,3.5168,18.2516,0.176,0.0029,0.2449,0.7821,0.0853,0.003,0.1723,0.9475,0.0948,3
763,series3,420.9931,0.6667,3.0995,0.8151,0.6609,0.3129,2.2075,-9.7631,0.1224,1.4144,4.0068,0.3518,0.0127,0.0496,0.8342,0.3509,0.0012,0.4475,0.2418,0.0339,2
1398,series2x2_parallel1,78.6246,0.2,2.1954,4.1067,2.1235,1.3218,3.3367,8.2547,0.2016,6.8423,10.0699,0.0107,0.0753,0.3905,0.6188,0.2501,0.019,0.0614,0.5923,0.0585,1
2497,series3,189.5408,4.0,1.9394,3.5799,1.342,2.2913,0.907,8.3136,0.4325,0.4081,1.2654,0.3774,0.0419,0.0355,0.5744,0.1713,0.0132,0.1931,0.7183,0.1388,2
860,series2x2_parallel1,69.2615,0.1667,5.4755,0.3245,3.7983,2.986,2.4953,4.0946,0.3637,2.9364,16.0017,0.366,0.0081,0.0515,0.4406,0.048,0.0555,0.5121,0.8323,0.6743,1
2139,series3_parallel2,355.7646,1.5,2.3431,0.6663,1.978,2.4915,3.1257,-3.6424,0.3003,8.4374,3.658,0.7264,0.017,0.1402,0.2247,0.0286,0.0705,0.0491,0.6524,0.0427,3
897,series3,94.6285,0.125,2.736,0.9783,1.8019,0.7996,2.5716,-9.9782,0.4031,1.7595,10.113,0.2127,0.0187,0.1929,0.2075,0.4698,0.0972,0.0672,0.899,0.0404,2
3016,series3_parallel2,435.7106,0.3333,2.9745,1.9054,4.0729,1.204,2.7307,10.9921,0.1982,5.4333,11.6162,0.5625,0.0327,0.4613,0.2153,0.1184,0.0175,0.328,0.2729,0.0723,3
4046,series3_parallel2,150.6429,1.5,0.808,1.7044,0.4419,3.2374,3.9283,-10.8295,0.3386,4.3619,16.1477,0.4037,0.008,0.1862,0.8796,0.3799,0.0166,0.1009,0.3527,0.0825,3
1431,series2x2_parallel1,655.4118,0.3333,0.1947,4.9771,3.454,2.7292,3.1921,2.0608,0.2854,8.8598,8.4463,0.3931,0.0775,0.1142,0.5517,0.1841,0.0523,0.0847,0.3647,0.0675,1
2661,series2x2_parallel1,332.9713,0.6667,1.0294,2.6455,3.5079,3.7562,2.2536,-9.4947,0.4264,4.8241,12.8718,0.053,0.0217,0.0804,0.5483,0.192,0.0144,0.0936,0.8572,0.205,1
2148,series3,295.0566,0.5,4.8781,1.6747,0.4691,0.7552,1.0989,10.9949,0.2539,4.3065,21.6895,0.7519,0.0207,0.0557,0.5305,0.2405,0.0289,0.2796,0.4439,0.192,2
686,series3,796.8211,0.125,1.6941,1.3138,3.1868,0.9171,3.1494,-1.3526,0.0134,1.1474,16.7424,0.457,0.0143,0.0994,0.4105,0.0305,0.0102,0.1857,0.425,0.0319,2
143,series2x2_parallel1,660.9638,0.1667,0.8302,1.2264,2.1967,2.5944,0.309,6.2727,0.3183,7.5157,8.2764,0.5802,0.0519,0.0663,0.7595,0.021,0.0258,0.1188,0.6159,0.1389,1
851,series3_parallel2,226.2434,1.5,2.8133,4.759,0.9933,0.1934,2.9517,3.7429,0.1328,2.2754,18.3114,0.5354,0.0108,0.1106,0.6042,0.1699,0.1091,0.4345,0.2514,0.6993,3
4056,series3,206.7292,1.0,0.6535,0.2853,2.8954,0.2485,1.8728,-4.5526,0.3502,1.3365,1.9673,0.3445,0.0095,0.1976,0.2089,0.6349,0.0368,0.1787,0.8824,0.2434,2
1300,parallel5,693.9375,0.1667,1.3075,4.0428,0.7186,1.4602,1.0376,-0.9527,0.0411,8.5489,2.8775,0.112,0.0595,0.4296,0.6402,0.1467,0.0013,0.1524,0.3847,0.1194,0
3866,series3_parallel2,182.2425,0.5,3.9512,0.8707,0.4565,3.7172,0.4235,-5.3176,0.2781,3.2974,13.9145,0.1205,0.002,0.1884,0.8572,0.021,0.0089,0.468,0.2573,0.047,3
1560,series3,327.2204,1.5,4.0421,2.3098,0.7758,0.216,0.3413,8.7483,0.3499,7.9946,10.9688,0.6636,0.017,0.079,0.3549,0.0206,0.112,0.0987,0.7162,0.737,2
616,series3_parallel2,310.7873,0.3333,2.5124,1.1478,1.6092,4.3827,0.6417,10.1678,0.2675,2.0717,13.4561,0.7965,0.0109,0.1536,0.6298,0.098,0.0242,0.0667,0.7072,0.0573,3
1281,parallel5,189.0394,0.25,0.9555,1.1221,1.2931,0.626,3.6795,2.3674,0.146,3.9664,8.7318,0.3291,0.0382,0.0481,0.5386,0.0864,0.0061,0.3101,0.329,0.2018,0
3931,series3_parallel2,76.9365,0.1667,1.0856,2.7396,3.3318,5.0794,4.6889,0.1012,0.1046,3.9338,18.1745,0.1365,0.0516,0.5496,0.5186,0.0759,0.0048,0.0661,0.2636,0.1793,3
4052,series3_parallel2,204.5957,3.0,0.2441,0.444,4.1247,4.582,2.9743,-1.0709,0.2464,7.9967,7.2468,0.4451,0.0041,0.2105,0.6981,0.0629,0.0977,0.2728,0.8054,0.0383,3
485,series3_parallel2,113.0288,0.3333,0.9877,3.0622,0.9302,2.4525,2.7989,-9.944,0.3648,3.3011,19.2851,0.4248,0.0208,0.167,0.7952,0.1966,0.0268,0.0425,0.4355,0.1881,3
264,series2x2_parallel1,570.5996,0.6667,3.6753,5.152,1.1352,2.7055,1.0868,-6.1187,0.1789,8.7928,12.0218,0.6361,0.0137,0.3289,0.8479,0.2136,0.01,0.3295,0.9301,0.1582,1
1693,series3,264.9498,2.0,1.7834,3.9994,3.5106,1.4968,3.4386,-1.9383,0.0622,1.7188,9.4581,0.6212,0.0034,0.1271,0.4403,0.4183,0.0113,0.07,0.3883,0.2411,2
2727,series3_parallel2,352.3175,0.25,0.648,4.6697,0.3305,2.735,3.376,-11.1782,0.306,8.5734,13.0512,0.2723,0.0443,0.4877,0.5486,0.0256,0.001,0.1318,0.265,0.1526,3
3729,series2x2_parallel1,141.5864,0.1667,0.5855,1.2519,1.5886,3.4003,1.8924,-10.6147,0.0895,6.6134,15.3005,0.6653,0.0341,0.1713,0.498,0.4122,0.0089,0.6498,0.8857,0.7813,1
2911,series2x2_parallel1,145.6683,1.5,1.1521,0.2525,5.1972,4.9245,2.1966,-9.0603,0.0363,6.0517,17.3778,0.5401,0.0244,0.1318,0.4325,0.0484,0.0441,0.1976,0.5308,0.032,1
87,series3_parallel2,293.6643,0.6667,3.2553,5.0854,1.0314,0.2283,0.1676,-3.347,0.095,6.6448,13.9429,0.1588,0.0075,0.0467,0.4296,0.1578,0.002,0.434,0.2892,0.0325,3
2256,series2x2_parallel1,244.5134,1.5,5.6071,0.4206,4.5456,1.1796,1.5008,8.6516,0.3148,3.3999,12.4902,0.7641,0.0031,0.2624,0.7294,0.5561,0.0245,0.6401,0.8534,0.0393,1
3047,series3,75.0055,0.1667,1.1286,0.4254,1.1169,1.9037,3.5106,-3.6086,0.3836,1.7291,13.9232,0.5426,0.0162,0.3554,0.3392,0.1895,0.0028,0.1463,0.9247,0.189,2
2428,parallel5,305.7407,0.6667,2.9362,1.844,1.0013,4.9489,1.9393,6.6167,0.3652,3.906,10.0964,0.5769,0.0251,0.2309,0.3359,0.2424,0.0095,0.0412,0.6849,0.0703,0
2743,series2x2_parallel1,114.5476,2.0,2.3432,2.9096,1.4521,0.2183,1.6138,-9.5531,0.2033,1.8651,5.799,0.7922,0.0028,0.031,0.4012,0.2297,0.0716,0.5465,0.9004,0.3437,1
2702,series3_parallel2,131.6488,4.0,1.7722,1.6319,2.2995,2.5946,1.6241,-8.7704,0.1254,5.0726,0.6876,0.0114,0.0172,0.2067,0.7817,0.0247,0.0013,0.0594,0.6425,0.0416,3
1627,parallel5,111.4746,0.6667,3.7485,2.2649,0.488,1.5657,1.48,-5.4468,0.259,7.8871,17.2342,0.12,0.0327,0.0316,0.3486,0.0617,0.0042,0.1807,0.2587,0.0499,0
1749,series3_parallel2,146.4562,0.6667,4.6004,1.6928,1.6182,3.3562,2.2889,11.7259,0.1463,5.7976,20.0592,0.6782,0.0041,0.169,0.4673,0.1619,0.0218,0.1267,0.9012,0.2337,3
2582,parallel5,796.6071,0.1667,1.9473,1.8659,1.4496,1.2976,3.3615,0.672,0.1238,3.0891,6.2193,0.5137,0.0409,0.0386,0.1803,0.2092,0.0342,0.181,0.8007,0.1357,0
3152,series2x2_parallel1,411.4521,0.5,0.8963,3.6868,1.0105,0.2427,3.9943,-2.2435,0.2715,6.6777,4.0025,0.5505,0.0115,0.3825,0.3032,0.0958,0.0063,0.0465,0.5243,0.1301,1
473,parallel5,109.3134,0.1667,1.99,4.9004,1.0219,4.0136,0.2237,6.1261,0.0823,4.6081,13.8355,0.3944,0.004,0.0583,0.8412,0.2353,0.0038,0.09,0.6238,0.3392,0
2912,series2x2_parallel1,333.99,1.5,4.6359,0.1572,5.4298,4.5007,2.1417,7.1371,0.4103,5.2611,7.9578,0.5778,0.0029,0.0368,0.457,0.4098,0.0019,0.1464,0.5945,0.2942,1
1049,series3_parallel2,91.5848,0.25,3.9217,1.2532,2.1684,3.774,0.4169,-11.5407,0.0384,0.2001,11.0443,0.0278,0.0331,0.0953,0.4629,0.2855,0.0034,0.2793,0.2908,0.261,3
4062,series2x2_parallel1,89.9334,4.0,0.8204,0.5487,2.7974,3.7116,5.1025,-2.4682,0.398,8.9244,2.755,0.3034,0.014,0.0657,0.6328,0.0479,0.0079,0.4648,0.2202,0.0444,1
1895,series3,609.372,0.125,1.3697,5.9894,0.2149,1.8276,1.0485,11.1897,0.2294,7.5595,1.6052,0.452,0.0114,0.0527,0.8778,0.088,0.0025,0.2102,0.5605,0.3764,2
3256,series2x2_parallel1,332.2175,1.0,0.9525,1.8731,0.8388,4.3013,4.2254,5.013,0.2534,6.3741,16.9777,0.3654,0.0687,0.4994,0.2333,0.2883,0.0019,0.169,0.7525,0.0329,1
2074,parallel5,124.7217,0.2,4.1478,1.1978,0.5894,4.2636,5.4201,9.0143,0.3585,5.9659,4.4809,0.3397,0.0077,0.0343,0.4459,0.2364,0.0022,0.0762,0.3711,0.0533,0
3770,series3,94.8589,0.2,1.7293,2.0097,5.026,2.9778,5.3263,3.0067,0.1201,0.2881,5.0426,0.3348,0.0652,0.0531,0.6687,0.1527,0.0147,0.1552,0.7364,0.4472,2
2921,parallel5,632.6199,0.1667,3.84,1.7078,0.7224,1.989,3.78,9.8478,0.0323,5.9603,3.6872,0.1425,0.0033,0.0853,0.8418,0.0268,0.0045,0.043,0.541,0.7324,0
1729,series2x2_parallel1,88.2666,0.6667,1.8641,3.4255,0.5191,1.6476,3.5472,-1.6339,0.2769,5.463,17.4876,0.3975,0.0494,0.0751,0.8519,0.0328,0.0496,0.4249,0.2082,0.1148,1
2267,parallel5,827.8682,0.25,0.4202,3.1382,1.5742,2.8754,5.5579,-9.0585,0.0124,7.9341,15.3753,0.5294,0.0474,0.0994,0.2716,0.3089,0.0187,0.4375,0.6602,0.6734,0
3543,series3_parallel2,265.0955,0.25,0.4,3.403,3.4654,5.6909,1.4486,6.4693,0.3576,4.8187,11.2061,0.5968,0.0028,0.0362,0.2931,0.2945,0.0019,0.0712,0.7464,0.0516,3
389,series3_parallel2,845.5439,1.5,3.929,0.6851,3.459,2.7511,0.6701,9.5252,0.3624,1.6176,14.2312,0.0906,0.0446,0.1832,0.1991,0.0422,0.0021,0.0704,0.7738,0.0678,3
1813,series2x2_parallel1,432.2009,0.125,0.2635,2.9645,0.5307,1.8624,3.5062,-11.2479,0.2056,0.9074,11.2341,0.4277,0.0197,0.1825,0.7424,0.0783,0.0037,0.2565,0.5116,0.2225,1
3221,series2x2_parallel1,676.1864,1.0,0.6245,3.5371,2.825,0.6789,0.7208,11.929,0.1356,1.5894,7.0715,0.2571,0.0027,0.1777,0.7712,0.0402,0.0226,0.0496,0.2245,0.3405,1
3054,parallel5,173.0585,1.5,2.6992,4.7093,3.2596,2.3097,3.7541,-0.6571,0.0979,4.9826,21.2993,0.6406,0.0539,0.0889,0.317,0.3192,0.0029,0.2921,0.4092,0.2667,0
3014,parallel5,787.2789,1.5,0.3909,2.0725,3.1979,0.3082,0.2666,-6.6223,0.0659,3.3732,0.4152,0.0519,0.0109,0.1006,0.1902,0.4405,0.008,0.0455,0.5386,0.2158,0
939,series2x2_parallel1,221.2116,0.6667,3.5039,0.3115,0.836,2.3593,1.183,2.2816,0.4344,7.2208,17.3074,0.215,0.0112,0.2997,0.3517,0.5064,0.0025,0.1491,0.4276,0.0677,1
3526,series3_parallel2,249.2387,0.125,0.3117,2.6956,3.1393,4.0912,0.5925,1.1247,0.3197,3.8902,9.6679,0.6414,0.0243,0.3259,0.4408,0.1644,0.0138,0.2164,0.4996,0.7932,3
3668,series3_parallel2,364.8514,1.5,2.9918,3.9239,2.9688,2.8809,0.9821,-3.8428,0.4411,0.5822,2.5121,0.3547,0.0077,0.0928,0.5187,0.3944,0.0229,0.4883,0.2352,0.0799,3
3159,parallel5,585.104,1.5,2.7871,2.0237,0.3435,5.792,3.8219,8.7783,0.0062,8.3315,4.0032,0.6477,0.0059,0.124,0.4873,0.0227,0.0011,0.1606,0.1871,0.0987,0
690,parallel5,604.3774,0.5,2.479,2.6089,2.2761,2.9269,1.0108,-4.9275,0.0219,6.8693,9.4534,0.2879,0.007,0.2296,0.5588,0.0464,0.0651,0.3169,0.5172,0.0461,0
1210,series3_parallel2,392.3281,0.5,3.9091,2.9502,1.2643,3.9439,5.5014,-6.1942,0.4059,6.9747,18.357,0.4337,0.0119,0.0425,0.4137,0.6084,0.0133,0.0458,0.2263,0.3061,3
3833,series3,845.8301,4.0,0.1919,1.216,0.7052,0.5161,0.9206,-5.5726,0.0691,0.931,16.5096,0.7379,0.0612,0.1264,0.4766,0.0393,0.0037,0.3298,0.3427,0.0782,2
2420,parallel5,141.6041,0.3333,5.6185,4.109,2.5602,1.0007,2.1917,6.8845,0.1943,5.1914,18.5182,0.5836,0.0036,0.0845,0.7385,0.0434,0.003,0.0565,0.2147,0.1593,0
